Country: USA,,,,,,,,,
Variable: Firmdeath_Emp,,,,,,,,,
Unit of Analysis: Active Establishments*,,,,,,,,,
Source: Longitudinal Business Database 1977-2012,,,,,,,,,
 *Establishment activity is defined by the existence of March 12 employment,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,.,.,.,.,.,.,.,,.
b) 1,555,237,308,446,.,.,.,.,
c) 2,588,246,D,164,D,.,.,.,.
d) 3,331,234,D,D,.,.,.,.,
e) 4,374,241,285,D,D,.,.,.,
f) 5,280,142,D,D,.,.,.,.,
g) 6 to 10,690,394,458,D,.,D,.,.,.
h) 11 to 15,188,92,D,224,D,.,.,.,.
i) 16 to 20,,,,,,,,,
j) 21 to 25,,,,,,,,,
k) 26+,,,,,,,,,
l) Left Censored,573,395,223,388,.,.,.,.,.
m) ALL,"3,579","1,981","1,874","2,028",484,278,.,.,.
,           1990,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,.,.,.,.,.,.,,,
b) 1,462,213,144,144,.,.,.,.,.
c) 2,426,227,137,D,D,D,.,.,
d) 3,405,183,151,D,D,.,.,.,.
e) 4,274,155,225,D,D,D,.,.,
f) 5,212,129,121,211,.,.,.,.,
g) 6 to 10,617,332,428,357,D,D,.,.,.
h) 11 to 15,288,165,131,D,D,.,.,.,.
i) 16 to 20,,,,,,,,,
j) 21 to 25,,,,,,,,,
k) 26+,,,,,,,,,
l) Left Censored,552,252,136,185,D,.,D,.,.
m) ALL,"3,236","1,656","1,473","1,438","1,001","1,030","1,278",.,.
,           1991,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,.,.,.,.,.,.,.,,
b) 1,658,216,D,D,.,.,.,.,
c) 2,348,203,268,214,343,.,.,.,.
d) 3,357,256,D,D,.,.,.,.,
e) 4,304,153,D,D,.,.,.,.,.
f) 5,183,262,152,D,.,D,D,.,.
g) 6 to 10,759,452,376,D,D,.,.,.,.
h) 11 to 15,344,222,142,D,D,.,.,.,.
i) 16 to 20,,,,,,,,,
j) 21 to 25,,,,,,,,,
k) 26+,,,,,,,,,
l) Left Censored,377,189,96,D,.,.,D,.,.
m) ALL,"3,330","1,953","1,718","1,363",745,453,"1,407",.,.
,           1992,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,.,.,.,.,.,.,.,,
b) 1,902,322,D,394,.,D,.,.,
c) 2,582,279,236,D,D,D,.,.,
d) 3,557,154,293,D,D,.,.,.,.
e) 4,366,95,D,D,.,.,.,.,
f) 5,269,130,D,.,D,.,.,.,.
g) 6 to 10,761,457,399,D,D,.,.,.,.
h) 11 to 15,357,318,155,278,.,.,.,.,.
i) 16 to 20,,,,,,,,,
j) 21 to 25,,,,,,,,,
k) 26+,,,,,,,,,
l) Left Censored,439,235,D,D,.,.,.,.,.
m) ALL,"4,233","1,990","1,761","1,182",638,484,.,.,.
,           1993,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,.,.,.,.,.,.,.,,
b) 1,902,318,286,215,.,.,.,.,
c) 2,680,226,111,154,.,.,.,.,.
d) 3,514,D,235,D,D,.,.,.,.
e) 4,315,183,71,D,.,D,.,.,.
f) 5,333,178,D,D,.,.,.,.,
g) 6 to 10,725,312,286,226,D,D,.,.,.
h) 11 to 15,378,139,D,D,.,.,.,.,.
i) 16 to 20,55,D,D,.,.,.,.,,.
j) 21 to 25,,,,,,,,,
k) 26+,,,,,,,,,
l) Left Censored,376,261,65,313,D,D,.,.,.
m) ALL,"4,278","1,836","1,276","1,299",611,982,.,.,.
,           1994,Estab Size,,,,,,,
