Country: USA,,,,,,,,,,,,
Variable: Job_Destruction_Rate,,,,,,,,,,,,
Unit of Analysis: Active Establishments*,,,,,,,,,,,,
Source: Longitudinal Business Database 1977-2012,,,,,,,,,,,,
    *Establishment activity is defined by the existence of March 12 employment,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
m) ALL,29.3,19.6,17.1,18.4,14.7,11.7,13.5,19.2,18.7,16.6,20.2,12.6
,           1988,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,0.0,0.0,0.0,0.0,0.0,D,D,,,,,
b) 1,50.2,27.0,23.4,20.9,33.2,D,4.4,1.0,,D,,
c) 2,42.4,25.1,24.5,15.2,34.0,4.5,D,,,,,D
d) 3,36.5,22.6,23.2,18.3,7.7,14.6,,D,D,,,D
e) 4,37.3,18.4,23.5,23.8,26.5,12.1,D,D,D,D,D,
f) 5,31.2,24.7,17.0,19.2,8.1,9.4,D,D,,,,D
g) 6 to 10,31.2,20.0,17.6,16.1,15.5,8.4,23.4,14.2,D,23.2,D,D
h) 11 to 15,18.8,17.5,17.9,9.0,31.2,11.6,8.2,D,3.6,D,D,D
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,23.9,16.5,12.4,12.0,12.3,13.1,8.9,15.0,12.6,7.2,24.5,11.6
m) ALL,29.5,19.3,16.7,14.5,16.2,12.2,10.5,13.8,10.0,6.5,24.8,11.6
,           1989,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,0.0,0.0,0.0,0.0,0.0,D,D,,D,,,
b) 1,42.4,23.6,22.9,28.3,4.8,44.3,D,D,D,,D,
c) 2,45.3,27.5,31.5,19.2,30.0,18.9,3.9,0.0,,D,,
d) 3,41.3,26.1,17.3,16.3,25.0,5.8,5.4,,D,,,D
e) 4,41.5,25.7,29.0,11.7,20.1,D,,,D,,,
f) 5,42.2,22.9,17.2,9.6,21.1,20.0,6.0,D,D,D,D,
g) 6 to 10,29.4,18.2,16.8,13.2,14.0,18.3,5.0,5.9,2.3,D,D,0.0
h) 11 to 15,26.8,15.0,13.8,14.7,28.2,13.1,11.9,16.1,2.7,,D,D
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,25.7,18.6,12.7,10.9,9.4,7.9,13.5,9.9,8.9,6.5,10.2,9.0
m) ALL,30.5,19.9,17.2,13.3,14.2,12.1,11.0,8.9,9.0,5.8,9.4,9.0
,           1990,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,0.0,0.0,0.0,0.0,0.0,D,D,,,,,
b) 1,36.7,23.5,20.0,18.2,11.2,10.5,D,D,D,,,
c) 2,38.6,28.3,21.4,11.7,11.0,28.0,D,D,D,D,,
d) 3,42.0,25.7,23.1,13.8,22.4,D,0.0,0.0,,D,,
e) 4,38.6,24.8,22.8,15.0,46.6,30.3,4.6,D,D,,,D
f) 5,31.2,17.8,23.3,13.9,21.3,6.4,D,D,D,D,,
g) 6 to 10,26.9,17.7,16.4,16.3,10.9,14.8,13.6,9.4,12.4,D,11.2,D
h) 11 to 15,29.2,16.5,14.4,13.7,9.3,11.0,23.2,23.7,11.4,D,4.3,D
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,23.6,15.6,12.5,10.5,11.6,10.5,17.4,9.2,8.1,4.7,12.9,6.4
m) ALL,27.4,18.7,16.4,12.8,13.1,12.4,16.2,8.5,8.1,4.6,12.3,6.4
,           1991,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,0.0,0.0,0.0,0.0,0.0,0.0,D,D,,,,
b) 1,41.8,25.4,27.1,21.9,29.4,11.9,D,D,,,,D
c) 2,35.7,23.1,33.5,28.5,32.8,19.7,1.7,D,D,,,
d) 3,38.4,32.0,25.2,23.6,11.6,10.0,7.8,D,D,D,,
e) 4,37.0,25.7,27.5,24.5,11.1,14.5,5.4,D,,D,,
f) 5,36.1,29.5,18.3,18.9,2.1,62.9,D,,0.4,,,D
g) 6 to 10,32.8,20.5,16.1,19.8,20.8,24.4,8.0,11.2,8.5,7.2,D,D
h) 11 to 15,29.0,17.6,15.8,18.4,21.2,15.1,22.6,8.3,5.4,D,D,5.4
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,22.1,14.9,12.6,13.2,17.8,11.0,15.0,10.8,6.6,7.6,21.2,13.2
m) ALL,28.7,20.3,17.9,17.7,19.3,16.7,13.7,11.4,7.7,6.8,20.4,13.0
,           1992,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,0.0,0.0,0.0,0.0,0.0,D,D,D,,,,
b) 1,50.9,28.5,22.2,35.3,26.8,D,4.4,0.0,D,,,
c) 2,46.9,32.9,29.8,20.0,19.9,62.5,0.7,D,,,D,
d) 3,49.9,23.4,25.9,26.2,33.0,8.0,D,D,D,,,
e) 4,43.3,23.0,19.8,22.0,26.9,6.3,D,D,D,D,,D
f) 5,40.1,25.3,17.0,16.6,19.7,20.1,D,1.5,D,,,
g) 6 to 10,34.0,20.3,18.8,14.8,21.9,19.0,23.4,3.3,2.3,D,,D
h) 11 to 15,26.8,20.4,16.0,17.3,17.7,17.9,10.9,9.5,8.5,108.5,D,D
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,25.3,17.4,14.6,12.2,12.7,15.5,11.0,13.1,6.8,7.6,8.9,9.8
m) ALL,33.3,21.3,18.0,16.4,17.7,17.1,11.7,9.6,13.7,8.4,9.3,9.7
,           1993,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,0.0,0.0,0.0,0.0,0.0,D,D,,,,,
b) 1,54.6,26.3,24.6,28.3,26.3,2.7,D,,11.8,,,D
c) 2,49.8,27.4,22.2,26.3,22.5,15.2,8.3,D,D,,,
d) 3,46.6,26.7,28.8,32.9,42.5,13.4,D,0.0,,,D,
e) 4,37.5,25.8,20.3,25.7,8.7,48.9,92.0,,D,D,,
f) 5,42.2,31.1,18.2,14.1,17.0,7.1,D,D,D,D,,
g) 6 to 10,32.5,20.3,17.8,15.6,17.8,24.0,8.8,11.0,4.6,D,D,D
h) 11 to 15,25.9,15.6,16.4,13.6,19.8,D,16.9,37.8,14.9,56.4,10.2,D
i) 16 to 20,25.4,20.7,13.3,14.3,15.4,16.5,14.6,D,6.3,,D,22.9
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,22.9,18.9,12.8,14.0,16.2,10.4,9.7,17.3,9.1,9.5,13.7,19.0
m) ALL,32.3,21.0,17.2,16.6,18.3,13.3,14.0,18.4,11.8,9.8,13.4,18.9
,           1994,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,0.0,0.0,0.0,0.0,0.0,D,D,D,D,,,
b) 1,52.0,33.7,28.0,36.6,24.8,D,21.9,D,,,,
c) 2,46.2,35.9,33.5,17.7,24.2,26.6,D,D,D,D,,D
d) 3,41.4,35.2,24.8,23.6,6.1,45.4,14.7,D,D,,,
e) 4,38.8,28.1,21.3,40.5,40.1,25.9,64.4,D,,D,D,
f) 5,35.8,28.4,26.5,19.2,18.5,44.7,D,,D,,,
g) 6 to 10,32.6,22.9,20.7,15.3,23.6,23.2,3.6,1.4,2.1,D,,D
h) 11 to 15,26.6,17.9,14.9,15.9,14.7,17.4,20.2,11.8,4.2,17.1,D,D
i) 16 to 20,28.1,15.6,11.2,23.9,11.9,15.2,8.2,D,3.0,D,8.4,19.4
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,23.4,18.4,17.2,14.6,17.9,10.5,9.6,9.2,12.7,9.5,7.4,15.8
m) ALL,31.3,23.3,19.2,17.9,19.0,17.0,12.1,7.6,8.7,9.7,7.4,15.9
,           1995,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,0.0,0.0,0.0,0.0,0.0,,,,,,,
b) 1,49.3,31.4,26.5,20.2,4.2,12.1,D,D,D,D,,D
c) 2,48.1,32.6,29.4,14.3,9.0,44.9,D,D,D,,,
d) 3,43.1,25.5,17.2,18.8,10.0,8.6,2.6,0.1,D,D,,D
e) 4,38.9,25.6,28.6,25.4,21.4,0.2,8.3,D,D,D,,D
f) 5,37.1,27.4,13.6,8.8,5.5,4.3,2.3,D,,,,
g) 6 to 10,33.3,25.7,19.1,14.2,11.2,14.1,13.0,0.6,3.0,22.2,D,D
h) 11 to 15,26.4,19.7,14.8,13.3,6.4,6.5,40.4,12.5,13.7,11.7,D,D
i) 16 to 20,22.2,15.7,11.7,16.2,15.7,19.7,12.0,D,10.0,10.4,29.2,D
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,22.0,16.1,14.3,12.4,10.4,14.6,13.4,8.2,6.0,8.5,7.6,12.5
m) ALL,30.8,22.2,17.0,14.0,10.5,14.1,14.1,6.5,6.9,7.9,8.7,12.2
,           1996,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
b) 1,46.9,26.5,30.5,25.9,10.2,D,,D,,,,
c) 2,48.6,29.2,21.8,18.1,11.9,D,D,D,D,D,D,
d) 3,42.0,28.0,15.8,23.2,37.3,1.2,D,D,,,,
e) 4,36.9,27.2,20.1,20.9,7.4,9.7,23.5,D,D,D,,D
f) 5,34.0,22.3,25.7,18.9,3.5,11.3,7.3,D,D,D,D,
g) 6 to 10,35.4,21.7,20.4,18.2,14.0,16.6,5.7,5.3,18.7,17.5,3.0,28.9
h) 11 to 15,26.3,19.0,15.1,13.6,14.4,7.8,9.6,3.9,16.0,18.5,D,D
i) 16 to 20,22.4,17.5,14.4,12.8,23.3,18.6,9.1,14.4,14.2,27.7,4.2,7.7
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,26.5,17.9,15.4,15.4,12.7,7.9,11.5,7.5,7.7,15.6,12.0,12.5
m) ALL,31.0,21.0,17.8,16.0,14.3,10.3,10.4,7.8,10.7,14.6,12.4,13.3
,           1997,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,0.0,0.0,0.0,0.0,D,D,,,,,,
b) 1,44.9,26.7,31.0,31.3,10.2,43.5,4.7,,,,,
c) 2,41.2,28.1,14.5,16.3,5.8,D,D,D,D,D,,
d) 3,37.7,26.0,17.8,16.8,18.3,36.0,D,D,D,D,D,
e) 4,39.3,23.3,16.1,9.4,0.3,2.6,D,D,,,,D
f) 5,42.5,24.2,19.0,15.7,10.4,11.4,7.7,D,D,,,D
g) 6 to 10,34.7,22.2,17.1,16.8,13.9,27.4,18.7,1.0,7.9,D,0.4,D
h) 11 to 15,30.1,21.1,17.4,13.3,D,14.3,2.4,12.4,6.0,27.3,D,2.3
i) 16 to 20,25.3,18.7,13.0,14.8,16.7,14.6,12.9,24.5,5.5,44.8,6.3,28.4
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,21.6,15.2,12.3,12.6,11.5,19.7,13.2,7.6,8.2,8.4,21.7,13.3
m) ALL,30.4,20.7,15.8,14.9,12.9,19.5,11.9,9.8,7.8,7.7,22.1,13.6
,           1998,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,0.0,0.0,0.0,0.0,0.0,D,D,,D,,,
b) 1,52.2,27.2,22.4,20.1,7.3,1.3,D,D,,,,
c) 2,44.2,26.6,29.2,19.7,9.5,D,63.3,,,,D,
d) 3,41.4,24.2,20.9,18.8,10.6,0.0,5.7,D,D,,,
e) 4,42.3,29.6,19.8,11.8,19.2,69.1,D,D,D,D,D,
f) 5,33.7,25.4,20.7,7.2,40.9,9.2,D,D,,D,D,D
g) 6 to 10,32.9,21.1,17.8,13.7,13.0,26.0,24.4,9.1,10.5,,D,D
h) 11 to 15,27.6,17.1,15.8,15.9,15.5,13.8,5.7,16.0,7.2,11.6,15.4,3.8
i) 16 to 20,24.4,15.9,14.7,12.1,11.9,16.9,13.5,6.2,22.2,2.1,7.3,14.5
j) 21 to 25,18.6,22.8,17.5,11.7,24.8,18.1,11.4,12.1,7.9,2.8,2.0,5.0
k) 26+,,,,,,,,,,,,
