Country: USA,,,,,,,,,
Variable: Job_Creation_Rate_Births,,,,,,,,,
Unit of Analysis: Active Establishments*,,,,,,,,,
Source: Longitudinal Business Database 1977-2012,,,,,,,,,
 *Establishment activity is defined by the existence of March 12 employment,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
i) 16 to 20,1.8,D,0.3,0.0,1.4,2.4,0.0,0.0,D
j) 21 to 25,,,,,,,,,
k) 26+,,,,,,,,,
l) Left Censored,0.8,0.5,0.8,0.2,0.3,0.5,0.0,0.0,0.0
m) ALL,12.0,8.2,6.7,5.0,5.1,5.8,5.5,0.0,6.2
,           1996,Initial Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,195.0,196.5,200.0,198.2,200.0,199.9,142.5,199.6,D
b) 1,D,0.8,0.7,0.0,3.7,0.0,0.0,,
c) 2,D,1.1,2.2,1.4,0.0,0.0,0.0,0.0,D
d) 3,3.0,D,0.9,0.0,0.0,0.0,0.0,0.0,
e) 4,1.5,1.7,1.6,0.7,0.0,0.0,0.0,0.0,
f) 5,1.3,1.0,0.8,0.5,0.0,0.0,0.0,0.0,D
g) 6 to 10,2.4,1.1,0.6,0.7,0.9,2.3,0.0,0.0,0.0
h) 11 to 15,1.2,0.5,0.7,0.9,0.0,0.0,0.0,0.0,D
i) 16 to 20,0.8,D,0.0,0.9,0.0,0.0,0.0,0.0,D
j) 21 to 25,,,,,,,,,
k) 26+,,,,,,,,,
l) Left Censored,1.2,D,0.2,0.2,0.6,0.0,0.0,0.0,0.0
m) ALL,11.7,8.3,5.9,6.4,7.0,4.7,5.4,1.7,7.7
,           1997,Initial Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,197.2,198.6,200.0,199.9,199.9,199.9,200.0,,
b) 1,0.0,0.5,0.4,1.0,1.7,0.0,13.9,0.0,D
c) 2,2.5,1.4,1.8,0.0,0.0,0.0,0.0,,
d) 3,3.4,1.3,0.4,3.5,0.0,0.0,0.0,0.0,D
e) 4,2.8,D,0.9,0.9,0.0,0.0,0.0,0.0,
f) 5,3.0,D,0.7,0.0,2.8,0.0,0.0,0.0,
g) 6 to 10,2.3,1.5,1.2,0.3,0.0,1.4,0.0,0.0,0.0
h) 11 to 15,1.9,0.6,1.6,1.0,0.0,3.3,0.0,0.0,0.0
i) 16 to 20,1.4,D,0.3,0.0,0.0,0.0,0.0,0.0,0.0
j) 21 to 25,,,,,,,,,
k) 26+,,,,,,,,,
l) Left Censored,1.1,0.5,0.8,0.5,0.0,0.0,0.0,0.0,0.0
m) ALL,12.7,8.2,6.3,5.5,4.0,3.9,4.1,0.0,0.0
,           1998,Initial Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,D,196.4,200.0,200.0,199.9,200.0,199.9,199.6,
b) 1,0.1,D,0.4,2.1,0.0,0.0,0.0,199.6,
c) 2,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,D
d) 3,2.9,1.6,1.2,0.6,2.5,0.0,0.0,0.0,
e) 4,2.1,0.8,0.0,1.5,0.0,10.7,0.0,0.0,D
f) 5,3.1,2.3,1.7,0.0,0.0,0.0,0.0,0.0,
g) 6 to 10,2.4,1.1,1.2,0.5,1.1,1.7,0.0,0.0,D
h) 11 to 15,1.8,0.5,1.0,0.4,1.2,0.0,0.0,0.0,0.0
i) 16 to 20,1.2,D,0.3,0.0,0.0,0.0,0.0,0.0,D
j) 21 to 25,D,0.0,0.0,0.0,0.0,0.0,0.0,,D
k) 26+,,,,,,,,,
l) Left Censored,0.9,D,0.3,0.0,0.0,0.0,0.0,0.0,0.0
m) ALL,11.0,7.5,6.6,5.7,5.3,3.7,6.4,3.4,0.0
,           1999,Initial Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,196.8,197.9,199.9,197.4,199.9,199.9,157.6,200.0,D
b) 1,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,
c) 2,2.1,1.9,1.7,0.0,0.0,0.0,0.0,0.0,
d) 3,2.8,0.7,0.0,0.8,0.0,5.4,0.0,0.0,D
e) 4,1.7,D,0.0,0.0,2.1,0.0,0.0,0.0,
f) 5,1.9,D,0.5,0.0,2.8,0.0,0.0,0.0,0.0
g) 6 to 10,2.0,0.9,0.6,0.4,0.6,0.0,6.7,0.0,
h) 11 to 15,1.5,D,0.0,0.6,0.0,0.0,0.0,0.0,0.0
i) 16 to 20,2.0,0.8,0.2,0.9,0.0,0.0,0.0,0.0,D
j) 21 to 25,2.1,D,0.0,0.9,0.0,0.0,0.0,0.0,D
k) 26+,,,,,,,,,
l) Left Censored,1.2,D,0.1,0.5,0.0,0.0,0.0,0.0,0.0
m) ALL,10.5,6.8,5.4,5.7,6.6,4.3,7.8,5.0,3.4
,           2000,Initial Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,194.9,198.2,200.0,197.1,199.9,200.0,200.0,200.0,
b) 1,D,D,0.0,0.7,0.0,0.0,0.0,0.0,D
c) 2,1.8,2.0,2.3,0.0,0.0,0.0,0.0,0.0,
d) 3,2.3,0.9,0.4,0.7,0.0,0.0,0.0,0.0,
e) 4,D,0.8,0.0,1.6,0.0,0.0,0.0,0.0,D
f) 5,2.7,D,0.6,1.1,0.0,0.0,30.6,0.0,
g) 6 to 10,1.8,0.6,1.1,0.6,0.6,0.0,0.0,0.0,0.0
h) 11 to 15,1.3,0.8,0.8,0.6,0.9,0.0,4.7,0.0,0.0
i) 16 to 20,1.5,0.0,0.7,0.4,0.8,0.0,0.0,0.0,D
j) 21 to 25,D,D,0.0,0.0,0.0,0.0,0.0,0.0,D
k) 26+,,,,,,,,,
l) Left Censored,1.6,0.7,0.2,0.1,0.3,0.0,0.0,0.0,0.0
m) ALL,11.2,7.6,6.5,5.2,4.6,4.4,6.3,6.3,0.0
,           2001,Initial Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,197.9,197.8,198.3,200.0,200.0,166.2,200.0,199.7,D
b) 1,D,D,0.0,0.0,3.2,0.0,0.0,0.0,
c) 2,1.5,1.3,0.0,0.0,0.0,0.0,0.0,0.0,D
d) 3,1.8,D,2.1,0.0,2.7,0.0,0.0,0.0,
e) 4,D,1.2,0.0,0.9,0.0,0.0,0.0,0.0,
f) 5,2.4,D,0.0,1.3,3.1,0.0,0.0,0.0,D
g) 6 to 10,2.8,1.6,2.7,1.9,1.0,5.5,0.0,0.0,0.0
h) 11 to 15,1.8,0.4,0.2,0.6,0.0,0.0,0.0,0.0,0.0
i) 16 to 20,2.1,0.8,0.2,0.0,0.7,0.0,0.0,0.0,D
j) 21 to 25,D,D,0.0,0.0,0.0,0.0,0.0,0.0,D
k) 26+,,,,,,,,,
l) Left Censored,1.4,D,0.3,0.0,0.7,0.9,0.0,0.0,0.0
m) ALL,11.7,7.7,6.1,6.6,5.6,4.4,1.7,2.1,16.8
,           2002,Initial Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,199.9,199.9,200.0,200.0,200.0,199.9,199.9,,D
