Country: USA,,,,,,,,,
Variable: Job_Destruction_Rate_Deaths,,,,,,,,,
Unit of Analysis: Active Establishments*,,,,,,,,,
Source: Longitudinal Business Database 1977-2012,,,,,,,,,
 *Establishment activity is defined by the existence of March 12 employment,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
c) 2,33.6,10.5,6.3,3.7,0.0,0.0,0.0,D,D
d) 3,31.2,9.7,13.3,D,D,0.0,0.0,D,D
e) 4,23.4,8.0,6.5,8.5,0.0,41.5,0.0,D,D
f) 5,26.5,11.8,5.7,D,0.0,D,D,D,
g) 6 to 10,20.8,8.0,5.1,3.7,D,D,0.0,0.0,0.0
h) 11 to 15,15.8,3.6,3.2,2.9,0.0,0.0,0.0,0.0,0.0
i) 16 to 20,20.8,7.9,5.1,6.7,0.0,0.0,D,,D
j) 21 to 25,,,,,,,,,
k) 26+,,,,,,,,,
l) Left Censored,13.8,6.4,2.9,2.7,2.5,4.6,0.0,0.0,0.0
m) ALL,21.5,7.8,5.6,4.0,2.3,5.2,0.0,3.9,0.0
,           1994,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,0.0,0.0,0.0,0.0,0.0,0.0,D,D,D
b) 1,36.2,14.4,13.0,9.6,D,D,D,D,
c) 2,29.2,12.9,D,5.6,D,0.0,D,D,
d) 3,28.1,13.8,8.9,6.7,D,D,0.0,D,D
e) 4,25.6,13.8,4.1,12.9,D,0.0,D,D,
f) 5,20.5,10.8,9.3,D,D,D,D,,
g) 6 to 10,19.5,8.9,6.0,3.2,D,D,0.0,0.0,0.0
h) 11 to 15,15.7,6.4,2.9,2.5,D,D,0.0,D,D
i) 16 to 20,16.1,6.5,D,D,D,0.0,0.0,D,D
j) 21 to 25,,,,,,,,,
k) 26+,,,,,,,,,
l) Left Censored,13.8,5.6,4.8,2.4,2.5,0.0,0.0,0.0,0.0
m) ALL,19.8,9.0,5.7,3.9,4.0,3.5,2.0,3.6,0.0
,           1995,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,0.0,0.0,0.0,0.0,0.0,0.0,,,
b) 1,35.8,12.2,8.9,D,0.0,D,0.0,D,D
c) 2,30.5,12.1,9.1,6.9,0.0,0.0,D,D,
d) 3,26.6,11.8,D,D,0.0,0.0,,0.0,
e) 4,24.4,9.6,11.0,D,0.0,D,D,0.0,D
f) 5,24.9,12.0,D,8.5,D,0.0,D,D,
g) 6 to 10,22.1,8.3,5.6,4.8,D,D,0.0,0.0,0.0
h) 11 to 15,15.2,7.3,3.3,4.0,0.0,0.0,0.0,D,D
i) 16 to 20,12.8,4.3,2.7,6.6,D,0.0,0.0,D,D
j) 21 to 25,,,,,,,,,
k) 26+,,,,,,,,,
l) Left Censored,12.5,5.3,2.5,2.5,D,D,0.0,0.0,0.0
m) ALL,19.8,8.1,4.6,4.1,1.5,1.8,0.0,5.6,0.0
,           1996,Estab Size,,,,,,,
