h) 11 to 15,,,,,,,,,
i) 16 to 20,,,,,,,,,
j) 21 to 25,,,,,,,,,
k) 26+,,,,,,,,,
l) Left Censored,"3,410","1,940","1,414",962,328,157,36,21,11
m) ALL,"10,362","4,502","2,732","1,698",509,245,49,25,19
,           1984,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,"1,711",248,81,47,12,2,1,,
b) 1,"1,171",436,182,94,30,12,4,2,
c) 2,987,448,225,135,40,12,3,1,1
d) 3,788,395,221,127,48,20,1,3,1
e) 4,735,342,171,85,23,16,1,,
f) 5,613,343,177,87,29,8,1,,1
g) 6 to 10,"1,008",644,325,189,47,25,4,2,4
h) 11 to 15,,,,,,,,,
i) 16 to 20,,,,,,,,,
j) 21 to 25,,,,,,,,,
k) 26+,,,,,,,,,
l) Left Censored,"3,146","1,821","1,366",899,325,156,34,20,10
m) ALL,"10,159","4,677","2,748","1,663",554,251,49,28,17
,           1985,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,"2,005",242,103,58,14,1,1,,
b) 1,"1,032",390,211,89,32,12,1,1,
c) 2,972,391,207,86,32,13,4,1,
d) 3,830,382,237,132,40,11,4,1,1
e) 4,693,370,220,115,49,19,2,2,1
f) 5,644,332,131,85,26,14,2,,
g) 6 to 10,"1,446",899,439,263,74,28,2,5,3
h) 11 to 15,,,,,,,,,
i) 16 to 20,,,,,,,,,
j) 21 to 25,,,,,,,,,
k) 26+,,,,,,,,,
l) Left Censored,"2,917","1,708","1,264",863,314,155,33,20,9
m) ALL,"10,539","4,714","2,812","1,691",581,253,49,30,14
,           1986,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,"1,960",266,106,63,10,5,2,,
b) 1,"1,170",479,216,123,44,12,,1,
c) 2,812,380,197,99,30,16,1,1,
d) 3,793,372,185,87,32,17,4,1,
e) 4,720,368,213,138,38,10,4,1,2
f) 5,626,329,202,107,46,17,2,1,1
g) 6 to 10,"1,902","1,132",527,332,93,44,5,6,3
h) 11 to 15,,,,,,,,,
i) 16 to 20,,,,,,,,,
j) 21 to 25,,,,,,,,,
k) 26+,,,,,,,,,
l) Left Censored,"2,675","1,620","1,198",831,307,153,34,21,11
m) ALL,"10,658","4,946","2,844","1,780",600,274,52,32,17
,           1987,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,"2,254",302,133,69,17,11,2,1,1
b) 1,"1,108",455,233,103,40,9,6,3,
c) 2,925,433,241,141,38,11,,1,
d) 3,672,367,176,102,27,12,3,1,
e) 4,676,331,186,98,25,13,6,1,
f) 5,619,343,209,119,38,13,1,2,2
g) 6 to 10,"2,264","1,323",708,403,135,66,4,7,4
h) 11 to 15,,,,,,,,,
i) 16 to 20,,,,,,,,,
j) 21 to 25,,,,,,,,,
k) 26+,,,,,,,,,
l) Left Censored,"2,456","1,506","1,135",790,304,160,31,17,10
m) ALL,"10,974","5,060","3,021","1,825",624,295,53,33,17
,           1988,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,"1,985",305,143,56,7,8,1,,
b) 1,"1,216",509,273,145,48,17,5,4,2
c) 2,837,441,240,108,31,10,6,3,
d) 3,775,417,229,141,39,15,,1,
e) 4,571,339,177,88,28,12,2,2,
f) 5,613,302,184,84,29,13,4,2,
g) 6 to 10,"2,237","1,264",736,407,133,63,9,6,4
h) 11 to 15,355,266,153,101,32,13,1,,1
i) 16 to 20,,,,,,,,,
j) 21 to 25,,,,,,,,,
k) 26+,,,,,,,,,
l) Left Censored,"2,251","1,429","1,096",768,285,175,33,14,13
m) ALL,"10,840","5,272","3,231","1,898",632,326,61,32,20
,           1989,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,"1,928",296,125,81,19,7,1,,1
b) 1,"1,093",525,291,148,36,12,3,1,
c) 2,949,486,260,147,49,18,5,3,4
d) 3,682,412,240,121,23,18,5,3,
e) 4,668,376,203,132,32,16,1,1,
f) 5,497,293,178,76,31,12,2,2,
g) 6 to 10,"2,280","1,207",785,413,145,60,13,4,3
h) 11 to 15,634,476,261,143,52,26,2,2,3
i) 16 to 20,,,,,,,,,
j) 21 to 25,,,,,,,,,
k) 26+,,,,,,,,,
l) Left Censored,"2,100","1,390","1,014",741,272,184,35,17,14
m) ALL,"10,831","5,461","3,357","2,002",659,353,67,33,25
,           1990,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,"2,124",295,126,70,21,10,,,
b) 1,"1,161",453,251,162,55,25,4,2,1
c) 2,885,483,304,157,45,12,3,2,
d) 3,781,448,241,152,53,18,4,5,3
e) 4,591,361,240,127,19,18,5,3,
f) 5,591,364,194,119,33,15,2,1,
g) 6 to 10,"2,150","1,225",786,398,146,63,15,6,3
h) 11 to 15,954,617,384,211,68,34,5,2,4
i) 16 to 20,,,,,,,,,
j) 21 to 25,,,,,,,,,
k) 26+,,,,,,,,,
l) Left Censored,"2,011","1,260",975,751,269,178,37,18,14
m) ALL,"11,248","5,506","3,501","2,147",709,373,75,39,25
,           1991,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,"2,271",320,125,77,16,8,5,,
b) 1,"1,262",522,269,135,45,21,4,1,
c) 2,951,459,239,171,53,20,7,1,2
d) 3,780,446,270,153,40,13,3,2,
e) 4,680,423,227,138,45,23,4,5,3
f) 5,529,340,213,123,18,18,3,1,1
g) 6 to 10,"2,105","1,290",823,453,151,60,14,7,4
h) 11 to 15,"1,250",760,475,264,86,45,8,3,3
i) 16 to 20,,,,,,,,,
j) 21 to 25,,,,,,,,,
k) 26+,,,,,,,,,
l) Left Censored,"1,897","1,201",916,761,250,179,36,15,13
m) ALL,"11,725","5,761","3,557","2,275",704,387,84,35,26
,           1992,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,"2,037",292,108,56,19,4,3,,
b) 1,"1,250",596,249,156,30,18,6,5,
c) 2,"1,012",460,273,136,49,21,7,3,
d) 3,777,412,249,151,56,15,5,3,2
e) 4,684,412,244,147,39,14,3,2,
f) 5,574,394,220,126,44,22,3,7,3
g) 6 to 10,"2,037","1,256",807,443,127,48,16,8,4
h) 11 to 15,"1,499",940,596,343,120,60,11,4,4
i) 16 to 20,,,,,,,,,
j) 21 to 25,,,,,,,,,
k) 26+,,,,,,,,,
l) Left Censored,"1,794","1,119",856,734,268,163,36,16,12
m) ALL,"11,664","5,881","3,602","2,292",752,365,90,48,25
,           1993,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,"1,926",239,90,43,11,6,2,,
b) 1,"1,075",487,237,106,32,21,2,3,
c) 2,"1,020",514,253,145,42,14,7,4,1
d) 3,848,386,237,126,50,20,4,3,1
e) 4,694,371,239,134,49,15,6,1,2
f) 5,620,374,217,138,38,12,2,2,
g) 6 to 10,"2,069","1,295",805,459,123,58,14,13,4
h) 11 to 15,"1,515",918,585,339,118,46,16,7,4
i) 16 to 20,245,185,125,83,30,15,2,,1
j) 21 to 25,,,,,,,,,
k) 26+,,,,,,,,,
l) Left Censored,"1,722","1,049",818,710,264,149,34,17,10
m) ALL,"11,734","5,818","3,606","2,283",757,356,89,50,23
,           1994,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,"1,906",257,106,42,8,5,2,1,1
b) 1,"1,074",430,188,96,23,11,5,1,
c) 2,876,449,229,110,29,19,2,4,
d) 3,870,461,209,146,45,13,6,4,1
e) 4,748,339,239,101,45,14,4,2,
f) 5,628,349,210,129,54,13,4,,
g) 6 to 10,"2,159","1,303",820,504,123,47,17,10,4
h) 11 to 15,"1,525",932,613,330,117,47,13,5,2
i) 16 to 20,454,318,214,126,40,24,5,2,2
j) 21 to 25,,,,,,,,,
k) 26+,,,,,,,,,
l) Left Censored,"1,640",985,801,664,239,145,29,14,11
m) ALL,"11,880","5,823","3,629","2,248",723,338,87,43,21
,           1995,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,"1,877",276,96,60,18,5,,,
b) 1,"1,085",412,209,100,28,12,3,2,3
c) 2,868,369,173,88,29,12,4,2,
d) 3,774,412,197,94,31,18,,4,
e) 4,762,415,199,122,43,14,5,4,1
f) 5,650,325,213,99,38,10,3,2,
g) 6 to 10,"2,244","1,343",811,508,141,51,21,7,4
h) 11 to 15,"1,523",867,606,313,114,46,12,5,2
i) 16 to 20,695,458,309,159,49,33,7,2,2
j) 21 to 25,,,,,,,,,
k) 26+,,,,,,,,,
l) Left Censored,"1,559",982,743,621,229,142,28,14,11
m) ALL,"12,037","5,859","3,556","2,164",720,343,83,42,23
,           1996,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,"1,901",252,116,77,13,8,1,1,1
b) 1,"1,040",404,230,103,39,16,4,,
c) 2,833,370,205,91,33,13,4,2,3
d) 3,744,324,147,93,22,13,2,3,
e) 4,682,352,168,93,29,15,1,3,
f) 5,691,366,187,94,43,12,4,3,1
g) 6 to 10,"2,223","1,324",788,447,152,57,19,10,2
h) 11 to 15,"1,546",875,602,359,115,45,17,4,3
i) 16 to 20,921,584,378,199,59,39,7,2,2
j) 21 to 25,,,,,,,,,
k) 26+,,,,,,,,,
l) Left Censored,"1,525",884,738,588,209,135,27,14,11
m) ALL,"12,106","5,735","3,559","2,144",714,353,86,42,23
,           1997,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,"1,939",230,108,48,9,6,,,
b) 1,"1,082",424,209,128,41,16,5,1,1
c) 2,834,375,218,95,47,16,4,,
d) 3,723,330,189,95,36,11,4,2,3
e) 4,620,298,150,93,22,13,2,3,
f) 5,584,313,155,91,28,12,3,2,
g) 6 to 10,"2,333","1,254",749,425,158,66,18,14,3
h) 11 to 15,"1,495",889,548,332,102,40,16,5,1
i) 16 to 20,"1,188",661,455,267,73,52,9,3,2
j) 21 to 25,,,,,,,,,
k) 26+,,,,,,,,,
l) Left Censored,"1,452",869,678,540,210,133,26,12,11
m) ALL,"12,250","5,643","3,459","2,114",726,365,87,42,21
,           1998,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,"1,764",235,106,66,12,6,1,,
b) 1,"1,068",454,197,106,27,14,2,,
c) 2,858,375,215,119,40,15,4,1,1
d) 3,689,329,203,100,45,18,2,1,
e) 4,626,278,177,102,31,9,2,2,3
f) 5,570,277,140,90,23,8,2,3,
g) 6 to 10,"2,256","1,253",690,395,162,58,12,9,1
h) 11 to 15,"1,461",868,549,345,97,55,15,12,3
i) 16 to 20,"1,170",667,442,239,87,41,10,4,1
j) 21 to 25,197,133,102,60,18,14,2,,1
k) 26+,,,,,,,,,
l) Left Censored,"1,408",798,647,523,199,125,29,10,12
m) ALL,"12,067","5,667","3,468","2,145",741,363,81,42,22
,           1999,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,"1,659",195,107,62,14,9,2,1,
b) 1,"1,014",363,200,109,43,13,6,2,
c) 2,875,399,198,104,27,17,1,1,
d) 3,726,363,184,122,34,15,3,1,1
e) 4,592,309,176,100,48,15,2,1,
f) 5,543,255,168,86,30,7,2,2,3
g) 6 to 10,"2,180","1,154",691,393,147,54,15,10,
h) 11 to 15,"1,445",868,578,334,97,47,15,10,3
i) 16 to 20,"1,187",698,417,250,83,46,10,3,1
j) 21 to 25,364,238,164,96,33,19,6,1,1
k) 26+,,,,,,,,,
l) Left Censored,"1,343",759,610,494,200,122,26,10,12
m) ALL,"11,928","5,601","3,493","2,150",756,364,88,42,21
,           2000,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,"1,764",233,104,52,16,6,3,,
b) 1,970,353,173,126,37,15,5,2,1
c) 2,823,333,187,107,49,13,8,1,
d) 3,731,380,196,106,21,14,3,1,
e) 4,636,327,177,101,37,17,3,2,1
f) 5,525,296,168,96,43,15,3,1,
g) 6 to 10,"2,119","1,116",680,371,137,50,17,9,3
h) 11 to 15,"1,480",853,614,356,104,51,21,5,3
i) 16 to 20,"1,126",631,441,237,91,46,11,5,1
j) 21 to 25,561,343,224,137,48,27,7,1,2
k) 26+,,,,,,,,,
l) Left Censored,"1,272",717,575,481,190,119,31,9,12
m) ALL,"12,007","5,582","3,539","2,170",773,373,112,36,23
,           2001,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,"1,793",231,114,83,14,4,1,2,
b) 1,"1,040",392,217,117,41,14,6,3,
c) 2,795,326,173,124,34,15,4,3,1
d) 3,715,309,164,105,46,7,7,2,
e) 4,632,345,178,104,26,14,2,1,
f) 5,555,312,154,106,41,17,4,1,2
g) 6 to 10,"2,105","1,126",673,384,150,55,16,7,2
h) 11 to 15,"1,493",838,632,331,112,58,20,7,3
i) 16 to 20,"1,137",632,474,268,97,49,12,6,2
j) 21 to 25,768,429,274,160,62,34,7,1,1
k) 26+,,,,,,,,,
l) Left Censored,"1,208",689,563,487,188,121,30,9,12
m) ALL,"12,241","5,629","3,616","2,269",811,388,109,42,23
,           2002,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,"2,109",287,117,80,19,10,,1,
b) 1,"1,017",399,198,132,41,13,3,2,1
c) 2,839,378,188,114,39,13,6,3,
d) 3,677,298,166,123,33,15,3,2,1
e) 4,639,295,144,97,40,8,5,2,
f) 5,520,325,175,100,20,15,2,1,
g) 6 to 10,"2,006","1,088",674,377,144,55,17,7,2
h) 11 to 15,"1,504",880,585,339,115,65,20,8,2
i) 16 to 20,"1,044",621,450,286,87,48,7,6,3
j) 21 to 25,931,499,340,204,81,44,7,3,1
k) 26+,,,,,,,,,
l) Left Censored,"1,121",662,516,471,173,119,33,8,11
m) ALL,"12,407","5,732","3,553","2,323",792,405,103,43,21
,           2003,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,"2,065",235,105,58,13,8,2,,
b) 1,"1,211",459,256,121,54,20,6,,1
c) 2,818,366,203,123,35,12,4,1,1
d) 3,722,337,184,118,35,16,6,3,
e) 4,615,265,181,110,31,18,2,3,1
f) 5,573,273,140,97,37,9,5,,1
g) 6 to 10,"1,962","1,071",687,387,119,64,14,7,2
h) 11 to 15,"1,489",878,587,319,122,55,16,7,
i) 16 to 20,"1,032",607,428,283,88,54,12,9,5
j) 21 to 25,913,511,337,208,77,39,8,4,1
k) 26+,175,103,75,49,18,11,2,,1
l) Left Censored,"1,076",603,501,453,177,117,30,9,11
m) ALL,"12,651","5,708","3,684","2,326",806,423,107,43,24
,           2004,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,"2,072",259,117,55,21,7,,,
b) 1,"1,254",402,192,105,35,13,3,3,
c) 2,972,465,237,123,54,19,6,,1
d) 3,688,351,186,117,39,15,3,1,1
e) 4,603,316,179,109,40,14,7,4,
f) 5,551,241,182,103,36,20,2,3,1
g) 6 to 10,"1,982","1,098",666,414,134,65,18,7,4
h) 11 to 15,"1,425",839,570,336,113,67,11,9,
i) 16 to 20,"1,024",647,454,288,84,48,15,7,5
j) 21 to 25,896,506,340,206,86,46,6,4,1
k) 26+,310,181,124,83,31,18,6,1,1
l) Left Censored,"1,016",570,497,443,170,108,34,8,12
m) ALL,"12,793","5,875","3,744","2,382",843,440,111,47,26
,           2005,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,"2,031",244,116,61,15,11,3,2,
b) 1,"1,266",387,235,113,39,18,3,1,
c) 2,"1,003",396,213,99,36,14,3,4,
d) 3,842,415,238,124,55,20,4,,1
e) 4,619,337,177,117,45,15,3,1,1
f) 5,535,307,169,108,39,16,6,4,
g) 6 to 10,"2,006","1,095",684,441,142,75,15,8,3
h) 11 to 15,"1,391",810,558,321,113,59,10,10,2
i) 16 to 20,"1,064",667,474,309,92,47,17,6,4
j) 21 to 25,852,504,314,201,92,43,10,7,1
k) 26+,464,266,182,122,49,22,6,2,1
l) Left Censored,968,552,478,432,164,97,33,8,11
m) ALL,"13,041","5,980","3,838","2,448",881,437,113,53,24
,           2006,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,"2,103",286,119,76,21,10,2,,
b) 1,"1,203",410,202,121,45,19,3,4,2
c) 2,970,410,221,122,44,16,4,1,1
d) 3,844,374,213,111,29,15,4,4,
e) 4,750,392,236,125,50,24,5,,1
f) 5,538,316,181,104,44,19,2,1,1
g) 6 to 10,"1,968","1,145",718,424,156,68,18,9,2
h) 11 to 15,"1,364",813,562,352,114,62,9,8,2
i) 16 to 20,"1,066",666,437,317,98,50,15,8,3
j) 21 to 25,834,536,333,230,96,46,10,6,2
k) 26+,612,339,233,144,54,30,7,2,1
l) Left Censored,916,543,454,407,170,97,29,11,9
m) ALL,"13,168","6,230","3,909","2,533",921,456,108,54,24
,           2007,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,"2,081",272,121,73,18,5,3,,
b) 1,"1,199",462,235,140,47,18,4,2,
c) 2,988,378,221,110,45,23,2,4,2
d) 3,854,372,210,124,48,17,2,,1
e) 4,754,342,215,88,32,18,5,4,
f) 5,692,379,216,107,52,23,6,1,
g) 6 to 10,"2,022","1,098",711,420,162,69,15,7,2
h) 11 to 15,"1,297",784,544,339,115,56,11,5,2
i) 16 to 20,"1,085",699,449,306,108,59,11,5,5
j) 21 to 25,797,528,328,219,100,42,11,3,3
k) 26+,743,435,269,201,71,39,10,3,1
l) Left Censored,886,513,439,393,169,95,30,10,9
m) ALL,"13,398","6,262","3,958","2,520",967,464,110,44,25
,           2008,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,"1,780",219,89,50,16,5,3,,
b) 1,"1,193",450,201,132,27,12,2,5,
c) 2,992,415,209,135,45,19,5,2,
d) 3,849,317,211,111,36,21,5,4,2
e) 4,727,350,197,113,45,22,2,,1
f) 5,648,314,205,95,23,13,6,2,1
g) 6 to 10,"2,192","1,158",674,434,171,78,15,6,2
h) 11 to 15,"1,263",783,544,334,109,57,9,5,2
i) 16 to 20,"1,053",688,466,300,109,51,12,5,
j) 21 to 25,770,512,312,236,97,47,17,3,7
k) 26+,852,520,315,221,87,41,11,5,1
l) Left Censored,850,489,433,375,156,96,30,12,8
m) ALL,"13,169","6,215","3,856","2,536",921,462,117,49,24
,           2009,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,"1,510",214,98,55,13,5,1,,
b) 1,"1,027",349,173,88,29,17,4,2,
c) 2,972,383,208,111,26,12,,4,1
d) 3,848,354,198,129,47,20,5,1,
e) 4,728,309,192,100,29,19,7,3,2
f) 5,643,295,198,101,47,16,5,,1
g) 6 to 10,"2,269","1,202",715,416,134,69,23,5,2
h) 11 to 15,"1,327",812,512,329,130,55,8,4,3
i) 16 to 20,"1,032",650,430,285,84,56,16,3,
j) 21 to 25,791,505,335,247,88,42,14,4,7
k) 26+,950,570,360,248,98,52,15,4,1
l) Left Censored,828,476,415,354,154,92,29,10,6
m) ALL,"12,925","6,119","3,834","2,463",879,455,127,40,23
,           2010,Estab Size,,,,,,,
