Country: USA,,,,,,,,,,,,
Variable: Estabs,,,,,,,,,,,,
Unit of Analysis: Active Establishments*,,,,,,,,,,,,
Source: Longitudinal Business Database 1977-2012,,,,,,,,,,,,
    *Establishment activity is defined by the existence of March 12 employment,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"1,690",178,71,34,3,5,1,1,1,,,
b) 1,958,353,132,64,12,5,19,1,,,,
c) 2,702,331,159,80,22,17,4,2,20,4,,1
d) 3,702,330,153,106,20,11,6,3,2,,,
e) 4,646,255,176,102,24,10,27,1,,1,1,
f) 5,522,262,144,87,35,21,21,,3,,,
g) 6 to 10,"1,878","1,065",695,532,237,103,28,25,31,94,,8
h) 11 to 15,"1,425",813,572,395,135,185,54,98,36,18,32,1
i) 16 to 20,443,268,191,186,95,152,98,16,41,4,31,20
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,"1,624",897,811,847,423,474,524,327,435,631,215,"1,337"
m) ALL,"10,590","4,752","3,104","2,433","1,006",983,782,474,569,752,279,"1,367"
,           1995,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"1,657",193,74,29,7,,,,,,,
b) 1,961,315,150,63,22,8,1,1,1,3,,1
c) 2,764,303,124,51,26,6,19,1,1,,,
d) 3,609,306,135,72,18,16,13,4,22,3,,1
e) 4,614,302,135,82,28,6,10,3,1,1,,1
f) 5,563,249,136,97,23,6,35,2,,,,
g) 6 to 10,"1,965","1,068",668,506,220,110,33,24,29,68,4,6
h) 11 to 15,"1,420",740,551,343,118,186,43,84,28,39,13,18
i) 16 to 20,664,389,294,245,154,185,120,12,71,10,9,53
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,"1,538",901,766,802,405,436,384,400,590,532,236,"1,417"
m) ALL,"10,755","4,766","3,033","2,290","1,021",959,658,531,743,656,262,"1,497"
,           1996,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"1,673",186,85,48,25,4,,,,,,
b) 1,905,322,166,70,22,5,,3,,,,
c) 2,731,286,144,66,20,11,2,1,2,2,2,
d) 3,647,262,107,58,13,6,18,3,,,,
e) 4,540,264,118,57,17,15,10,3,14,3,,1
f) 5,562,265,134,66,20,13,6,3,3,1,1,
g) 6 to 10,"1,947","1,056",604,426,192,83,58,15,28,16,64,9
h) 11 to 15,"1,422",753,534,365,188,150,34,57,41,38,2,26
i) 16 to 20,881,512,356,322,140,259,121,44,103,12,10,63
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,"1,496",808,755,738,372,428,385,416,483,554,244,"1,442"
m) ALL,"10,804","4,714","3,003","2,216","1,009",974,634,545,674,626,323,"1,541"
,           1997,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"1,637",159,66,24,2,3,,,,,,
b) 1,957,332,147,107,33,18,4,,,,,
c) 2,728,283,171,55,29,3,1,2,2,8,,
d) 3,628,245,143,61,24,15,3,1,2,1,3,
e) 4,535,234,115,59,9,9,20,4,,,,7
f) 5,475,221,117,53,28,12,9,3,16,,,1
g) 6 to 10,"2,029",973,585,366,181,62,57,12,25,4,60,17
h) 11 to 15,"1,365",738,499,344,146,137,44,14,26,40,7,27
i) 16 to 20,"1,146",610,434,375,165,322,139,77,125,22,21,48
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,"1,441",789,702,734,377,410,374,392,434,595,234,"1,459"
m) ALL,"10,941","4,584","2,979","2,178",994,991,651,505,630,670,325,"1,559"
,           1998,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"1,571",164,74,47,7,2,4,,7,,,
b) 1,895,324,132,66,13,5,1,2,,,,
c) 2,751,287,157,90,40,22,5,,,,1,
d) 3,596,246,154,67,24,4,4,1,11,,,
e) 4,541,203,122,70,15,20,1,1,1,2,4,
f) 5,489,222,98,66,10,9,20,4,,3,2,7
g) 6 to 10,"1,965",967,555,301,131,83,53,28,29,,3,74
h) 11 to 15,"1,336",700,476,354,182,160,43,45,30,45,5,24
i) 16 to 20,"1,115",613,398,284,119,180,51,66,77,10,10,34
j) 21 to 25,184,101,89,100,81,129,95,25,32,21,12,43
k) 26+,,,,,,,,,,,,
l) Left Censored,"1,388",735,679,679,377,390,355,393,444,568,256,"1,398"
m) ALL,"10,831","4,562","2,934","2,124",999,"1,004",632,565,631,649,293,"1,580"
,           1999,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"1,446",143,63,50,5,3,,,,,,
b) 1,897,295,146,79,40,9,6,4,1,7,,
c) 2,720,283,132,68,18,5,7,2,,,,
d) 3,631,275,137,98,20,19,3,,,,,
e) 4,506,233,127,71,24,3,3,,12,,1,
f) 5,466,184,118,58,16,18,1,1,4,2,5,1
g) 6 to 10,"1,879",894,525,297,92,86,84,13,20,2,5,23
h) 11 to 15,"1,316",707,496,314,186,146,63,68,33,45,5,83
i) 16 to 20,"1,137",610,384,289,149,177,34,85,40,15,8,18
j) 21 to 25,350,206,144,148,96,136,108,33,32,11,13,66
k) 26+,,,,,,,,,,,,
l) Left Censored,"1,335",695,633,624,383,396,356,360,457,534,250,"1,423"
m) ALL,"10,683","4,525","2,905","2,096","1,029",998,665,566,599,616,287,"1,614"
,           2000,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"1,573",177,67,39,10,2,1,,,3,,
b) 1,840,273,127,89,31,22,1,,,,3,3
c) 2,717,267,146,88,47,16,7,,3,6,,
d) 3,601,264,140,70,9,2,11,4,,,,
e) 4,543,244,135,99,19,9,4,,,,,
f) 5,449,223,109,79,21,3,3,,12,,,1
g) 6 to 10,"1,827",843,529,278,98,83,98,7,17,6,11,26
h) 11 to 15,"1,337",707,518,303,166,141,61,37,40,25,4,71
i) 16 to 20,"1,077",553,405,236,149,177,38,95,19,26,15,28
j) 21 to 25,541,313,199,198,135,182,111,48,55,16,17,65
k) 26+,,,,,,,,,,,,
l) Left Censored,"1,249",679,591,635,356,372,293,387,545,470,248,"1,413"
m) ALL,"10,754","4,543","2,966","2,114","1,041","1,009",628,578,691,552,298,"1,607"
,           2001,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"1,546",154,80,60,6,2,,,3,,,
b) 1,930,296,168,75,40,22,,2,,2,,
c) 2,677,250,123,103,31,22,11,1,,,,6
d) 3,620,244,131,80,59,16,8,2,3,,10,
e) 4,514,238,126,67,13,2,6,11,1,,,
f) 5,473,230,127,83,25,10,5,,1,,,1
g) 6 to 10,"1,806",877,481,294,104,79,51,11,26,2,9,24
h) 11 to 15,"1,317",651,517,277,140,112,96,25,24,26,13,63
i) 16 to 20,"1,066",554,402,265,129,171,86,75,28,33,15,34
j) 21 to 25,739,389,267,227,145,238,128,92,47,50,18,48
k) 26+,,,,,,,,,,,,
l) Left Censored,"1,297",678,606,630,358,369,309,373,565,466,195,"1,572"
m) ALL,"10,985","4,561","3,028","2,161","1,050","1,043",700,592,698,579,260,"1,748"
,           2002,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"1,700",170,74,50,13,6,3,,,,,
b) 1,900,308,123,91,31,6,3,,,5,,
c) 2,755,307,144,67,43,17,2,1,1,2,,
d) 3,590,232,124,91,30,18,1,,,,,1
e) 4,570,229,109,86,38,30,11,3,1,,,9
f) 5,442,232,112,65,10,4,6,9,2,,,
g) 6 to 10,"1,794",858,507,292,98,53,56,9,29,,8,19
h) 11 to 15,"1,362",679,479,285,119,120,101,20,23,5,7,73
i) 16 to 20,"1,011",530,386,282,169,125,88,18,39,15,28,35
j) 21 to 25,926,476,331,264,183,310,120,140,57,44,20,58
k) 26+,,,,,,,,,,,,
l) Left Censored,"1,139",631,554,632,347,431,296,387,426,496,249,"1,546"
m) ALL,"11,189","4,652","2,943","2,205","1,081","1,120",687,587,578,567,312,"1,741"
,           2003,Firm Size,,,,,,,,,,
