b) 1,"1,074",358,139,64,12,2,2,3,,,,
c) 2,845,326,158,87,18,7,2,,1,,,
d) 3,733,314,182,82,35,10,3,4,2,2,,
e) 4,660,282,135,63,15,14,3,1,1,,,
f) 5,550,277,145,70,17,12,3,2,2,,,
g) 6 to 10,879,510,243,150,45,32,5,2,7,4,3,2
h) 11 to 15,,,,,,,,,,,,
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,"2,959","1,578","1,188",793,284,185,94,72,92,61,65,202
m) ALL,"9,231","3,836","2,244","1,332",428,262,112,85,105,67,68,204
,           1985,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"1,828",207,67,38,7,,1,,,,,
b) 1,914,322,159,64,13,4,2,1,2,1,2,
c) 2,881,324,156,55,13,3,3,1,,,,
d) 3,699,284,160,87,16,8,3,2,1,,,
e) 4,637,295,186,80,30,15,1,2,1,1,,
f) 5,577,281,105,61,15,13,4,1,1,,,
g) 6 to 10,"1,284",721,360,208,60,32,12,7,7,4,1,2
h) 11 to 15,,,,,,,,,,,,
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,"2,732","1,497","1,103",766,255,172,101,68,97,62,71,207
m) ALL,"9,552","3,931","2,296","1,359",409,247,127,82,109,68,74,209
,           1986,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"1,769",204,80,41,4,2,,,,,,
b) 1,"1,053",394,184,80,24,6,,1,1,1,,1
c) 2,720,308,149,72,13,8,2,1,1,2,,
d) 3,711,305,139,60,15,4,2,1,,,,
e) 4,607,268,148,90,20,5,2,3,1,,,
f) 5,564,266,169,76,27,15,2,1,2,,,
g) 6 to 10,"1,728",948,445,268,67,53,17,7,13,2,2,2
h) 11 to 15,,,,,,,,,,,,
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,"2,539","1,425","1,054",739,244,186,92,71,92,60,74,216
m) ALL,"9,691","4,118","2,368","1,426",414,279,117,85,110,65,76,219
,           1987,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"1,931",225,82,46,12,7,2,1,,,,
b) 1,999,364,187,76,26,6,2,,,1,,1
c) 2,835,372,192,101,22,5,1,,,1,1,
d) 3,595,292,144,75,15,5,3,1,2,3,,1
e) 4,609,269,146,72,10,3,1,1,,,,
f) 5,536,250,138,77,25,6,4,3,1,,,2
g) 6 to 10,"2,109","1,122",609,323,104,80,17,9,12,5,1,1
h) 11 to 15,,,,,,,,,,,,
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,"2,347","1,342",985,718,266,183,89,78,97,66,61,219
m) ALL,"9,961","4,236","2,483","1,488",480,295,119,93,112,76,63,224
,           1988,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"1,753",235,105,29,8,3,1,,,,,
b) 1,"1,018",374,200,92,30,13,4,4,,1,,
c) 2,727,348,189,87,18,6,6,,,,,1
d) 3,686,355,182,99,25,6,,1,2,,,1
e) 4,502,272,142,68,13,7,4,2,1,2,1,
f) 5,551,247,134,66,12,4,1,1,,,,1
g) 6 to 10,"2,101","1,064",609,323,87,62,13,9,7,5,1,3
h) 11 to 15,296,192,116,70,26,26,8,4,6,1,1,2
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,"2,178","1,259",966,690,252,177,96,73,102,73,55,216
m) ALL,"9,812","4,346","2,643","1,524",471,304,133,94,118,82,58,224
,           1989,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"1,696",199,74,46,8,4,1,,1,,,
b) 1,969,420,226,100,14,12,1,3,1,,1,
c) 2,777,345,190,107,29,11,7,3,,1,,
d) 3,573,333,183,96,16,10,7,,1,,,1
e) 4,586,313,165,98,24,6,,,3,,,
f) 5,427,237,144,58,11,8,6,1,2,1,1,
g) 6 to 10,"2,105","1,012",643,324,101,54,12,13,8,5,1,3
h) 11 to 15,566,393,205,109,36,31,13,7,6,,2,4
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,"2,022","1,212",895,678,238,188,100,79,92,72,65,223
m) ALL,"9,721","4,464","2,725","1,616",477,324,147,106,114,79,70,231
,           1990,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"1,884",209,82,44,9,7,1,,,,,
b) 1,"1,020",368,169,97,26,17,2,2,1,,,
c) 2,777,377,239,111,22,14,3,1,1,1,,
d) 3,629,323,173,109,33,14,5,3,,1,,
e) 4,507,285,183,96,14,13,6,2,1,,,1
f) 5,518,295,165,87,27,10,1,1,3,1,,
g) 6 to 10,"1,968","1,021",644,313,93,53,14,11,12,3,4,2
h) 11 to 15,887,517,309,178,53,40,20,7,7,3,4,3
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,"1,933","1,122",856,668,247,173,102,76,100,73,67,220
m) ALL,"10,123","4,517","2,820","1,703",524,341,154,103,125,82,75,226
,           1991,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"1,955",217,70,43,7,5,3,1,,,,
b) 1,"1,114",416,184,92,29,11,3,2,,,,1
c) 2,822,375,168,99,26,15,4,1,2,,,
d) 3,691,352,201,107,21,14,5,2,1,1,,
e) 4,556,295,165,98,33,15,5,4,,1,,
f) 5,452,272,160,100,7,16,4,,4,,,1
g) 6 to 10,"1,893","1,069",685,342,112,49,14,12,12,7,2,1
h) 11 to 15,"1,183",656,394,225,66,60,26,8,9,3,6,5
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,"1,841","1,071",838,689,238,175,103,75,105,81,67,221
m) ALL,"10,507","4,723","2,865","1,795",539,360,167,105,133,93,75,229
,           1992,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"1,716",202,65,34,6,4,1,3,,,,
b) 1,"1,064",433,168,89,16,7,3,4,2,,,
c) 2,886,357,178,94,32,5,4,3,,,1,
d) 3,661,326,168,76,24,12,2,1,2,,,
e) 4,587,317,178,102,24,17,2,2,2,1,,1
f) 5,477,280,144,96,32,16,2,7,2,,,
g) 6 to 10,"1,790","1,037",668,362,95,37,14,9,18,6,,3
h) 11 to 15,"1,430",815,519,293,105,76,32,16,9,3,8,5
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,"1,748",997,790,679,261,189,104,75,102,92,62,208
m) ALL,"10,359","4,764","2,878","1,825",595,363,164,120,137,102,71,217
,           1993,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"1,723",183,58,24,5,2,1,,,,,
b) 1,893,348,164,71,16,9,2,,4,,,1
c) 2,826,376,170,92,13,8,3,3,2,,,
d) 3,745,285,156,84,26,10,2,3,,,1,
e) 4,582,277,156,69,24,9,4,,1,1,,
f) 5,531,280,151,100,22,17,2,2,2,1,,
g) 6 to 10,"1,816","1,053",644,378,90,41,13,16,16,4,1,2
h) 11 to 15,"1,444",785,505,287,83,56,20,12,10,4,5,3
i) 16 to 20,213,139,95,62,31,26,18,1,8,,2,6
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,"1,674",926,730,666,242,177,111,64,99,84,75,210
m) ALL,"10,447","4,652","2,829","1,833",552,355,176,101,142,94,84,222
,           1994,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"1,688",178,71,30,3,2,1,1,1,,,
b) 1,957,352,130,59,10,5,3,1,,,,
c) 2,702,328,151,72,17,8,2,2,3,1,,1
d) 3,700,323,141,90,19,6,3,3,2,,,
e) 4,644,249,157,68,19,6,3,1,,1,1,
f) 5,522,259,136,70,26,8,3,,1,,,
g) 6 to 10,"1,874","1,047",635,397,101,39,16,17,14,8,,2
h) 11 to 15,"1,422",797,514,272,81,50,19,12,12,5,7,1
i) 16 to 20,439,254,168,107,33,37,20,4,8,2,6,4
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,"1,616",872,714,616,212,168,108,65,91,89,68,230
m) ALL,"10,564","4,659","2,817","1,781",521,329,178,106,132,106,82,238
,           1995,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"1,654",192,70,29,7,,,,,,,
b) 1,960,314,147,61,18,5,1,1,1,2,,1
c) 2,764,301,122,49,15,6,2,1,1,,,
d) 3,609,301,129,63,16,9,4,3,3,1,,1
e) 4,614,295,124,71,23,5,4,3,1,1,,1
f) 5,561,244,129,65,19,4,3,1,,,,
g) 6 to 10,"1,961","1,050",609,383,106,39,19,15,13,7,2,2
h) 11 to 15,"1,418",727,500,246,64,47,23,9,19,6,4,3
i) 16 to 20,662,375,256,142,54,45,24,5,17,3,7,8
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,"1,529",876,672,572,204,157,97,69,94,81,70,235
m) ALL,"10,732","4,675","2,758","1,681",526,317,177,107,149,101,83,251
,           1996,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"1,670",173,80,43,6,4,,,,,,
b) 1,903,320,164,61,21,5,,2,,,,
c) 2,728,286,142,59,20,6,2,1,2,2,1,
d) 3,646,261,104,55,11,5,1,2,,,,
e) 4,539,258,114,56,15,8,5,3,3,1,,1
f) 5,561,259,124,55,16,8,3,2,3,1,1,
g) 6 to 10,"1,944","1,032",555,325,98,34,23,10,15,6,5,3
h) 11 to 15,"1,419",739,490,271,81,49,19,7,17,9,2,7
i) 16 to 20,875,496,316,189,56,53,26,11,24,4,8,12
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,"1,491",778,662,538,184,159,90,66,87,94,76,240
m) ALL,"10,776","4,602","2,751","1,652",508,331,169,104,151,117,93,263
,           1997,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"1,637",157,63,23,2,2,,,,,,
b) 1,956,331,140,86,22,7,4,,,,,
c) 2,728,282,163,53,27,3,1,2,1,1,,
d) 3,628,244,139,58,19,7,3,1,2,1,2,
e) 4,535,234,106,56,9,6,1,2,,,,1
f) 5,475,219,113,51,17,6,6,3,4,,,1
g) 6 to 10,"2,022",959,539,284,94,38,15,11,11,3,4,4
h) 11 to 15,"1,363",731,455,259,62,45,21,8,16,9,5,7
i) 16 to 20,"1,142",579,386,242,72,71,27,13,26,10,11,13
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,"1,433",766,613,534,185,165,78,70,83,83,87,247
m) ALL,"10,919","4,502","2,717","1,646",509,350,156,110,143,107,109,273
,           1998,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"1,569",163,72,41,7,2,2,,1,,,
b) 1,895,323,131,63,12,5,1,1,,,,
c) 2,750,281,149,77,21,7,4,,,,1,
d) 3,596,246,147,60,24,4,3,1,1,,,
e) 4,541,202,118,66,13,7,1,1,1,2,2,
f) 5,489,220,93,59,10,6,1,2,,1,1,1
g) 6 to 10,"1,961",960,504,248,80,39,11,12,8,,2,7
h) 11 to 15,"1,333",693,432,276,71,45,21,22,14,10,4,6
i) 16 to 20,"1,112",592,365,206,64,49,17,9,18,7,5,11
j) 21 to 25,183,94,75,50,24,27,16,7,12,5,7,7
k) 26+,,,,,,,,,,,,
l) Left Censored,"1,380",714,590,486,185,160,71,71,82,86,94,250
m) ALL,"10,809","4,488","2,676","1,632",511,351,148,126,137,111,116,282
,           1999,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"1,444",139,57,44,4,3,,,,,,
b) 1,897,294,143,74,28,9,6,2,1,1,,
c) 2,719,283,131,65,17,5,3,2,,,,
d) 3,630,271,128,79,12,7,3,,,,,
e) 4,506,233,123,61,24,3,2,,3,,1,
f) 5,466,182,114,53,16,6,1,1,3,2,3,1
g) 6 to 10,"1,876",884,481,254,69,34,15,10,8,2,3,7
h) 11 to 15,"1,315",691,452,250,75,48,21,25,17,10,4,9
i) 16 to 20,"1,135",597,344,210,60,43,16,13,12,6,5,8
j) 21 to 25,348,191,129,91,34,28,21,8,13,7,7,16
k) 26+,,,,,,,,,,,,
l) Left Censored,"1,325",676,555,454,189,149,63,71,89,77,89,264
m) ALL,"10,661","4,441","2,657","1,635",528,335,151,132,146,105,112,305
,           2000,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"1,568",175,63,27,8,2,1,,,1,,
b) 1,840,272,121,74,25,11,1,,,,1,1
c) 2,717,266,140,79,31,13,7,,1,1,,
d) 3,600,264,137,70,9,2,3,3,,,,
e) 4,543,244,126,73,18,6,4,,,,,
f) 5,449,223,107,69,21,3,2,,3,,,1
g) 6 to 10,"1,823",834,486,250,74,38,14,5,8,5,7,7
h) 11 to 15,"1,332",688,475,247,76,44,24,18,17,11,2,6
i) 16 to 20,"1,075",538,365,183,64,40,18,13,11,8,6,10
j) 21 to 25,539,293,179,128,48,34,30,16,16,9,7,16
k) 26+,,,,,,,,,,,,
l) Left Censored,"1,244",652,517,454,175,142,71,62,92,79,79,273
m) ALL,"10,730","4,449","2,716","1,654",549,335,175,117,148,114,102,314
,           2001,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"1,546",150,74,52,6,2,,,1,,,
b) 1,929,294,164,68,24,13,,2,,1,,
c) 2,677,249,116,82,24,13,1,1,,,,1
d) 3,620,243,125,71,38,11,8,2,1,,1,
e) 4,514,237,124,67,13,2,3,4,1,,,
f) 5,473,230,114,69,24,7,5,,1,,,1
g) 6 to 10,"1,802",870,467,259,86,41,10,9,9,2,5,6
h) 11 to 15,"1,313",644,469,227,70,44,22,14,12,7,5,8
i) 16 to 20,"1,060",535,372,206,60,46,27,13,18,11,5,10
j) 21 to 25,736,366,235,151,55,40,24,22,19,15,9,15
k) 26+,,,,,,,,,,,,
l) Left Censored,"1,290",655,521,463,180,148,80,54,90,78,88,266
m) ALL,"10,960","4,473","2,781","1,715",580,367,180,121,152,114,113,307
,           2002,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"1,699",166,69,38,10,4,2,,,,,
b) 1,900,308,120,85,23,6,2,,,1,,
c) 2,755,300,136,61,27,9,1,1,1,1,,
d) 3,590,231,119,79,21,12,1,,,,,1
e) 4,570,228,101,74,31,15,7,3,1,,,1
f) 5,442,232,111,64,10,4,3,4,2,,,
g) 6 to 10,"1,791",858,487,267,83,34,13,8,10,,4,4
h) 11 to 15,"1,359",676,442,236,70,54,24,12,11,3,4,10
i) 16 to 20,"1,006",520,361,221,65,43,22,13,19,10,9,8
j) 21 to 25,922,448,287,190,73,56,30,26,19,21,9,18
k) 26+,,,,,,,,,,,,
l) Left Censored,"1,129",613,478,462,167,165,70,54,83,74,87,255
m) ALL,"11,163","4,580","2,711","1,777",580,402,175,121,146,110,113,297
,           2003,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"1,667",171,65,37,8,3,3,,1,,,
b) 1,982,320,147,67,26,13,,1,1,,,
c) 2,729,289,136,72,19,5,1,1,,,,
d) 3,654,262,130,69,23,11,2,,1,,1,
e) 4,535,204,125,76,24,11,2,,,,,1
f) 5,516,203,104,72,28,18,6,3,2,,,1
g) 6 to 10,"1,796",855,495,277,68,36,7,10,7,3,5,2
h) 11 to 15,"1,356",692,456,210,68,43,15,11,8,4,2,9
i) 16 to 20,"1,000",505,367,221,72,47,26,14,17,7,7,11
j) 21 to 25,925,456,286,178,66,42,16,16,20,11,10,9
k) 26+,155,80,50,38,20,24,17,8,5,6,4,7
l) Left Censored,"1,099",560,455,436,176,174,69,64,81,81,88,251
m) ALL,"11,414","4,597","2,816","1,753",598,427,164,128,143,112,117,291
,           2004,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"1,728",179,69,28,11,2,,,1,,,
b) 1,996,319,139,67,20,6,2,3,1,,,
c) 2,784,322,127,74,28,13,1,,,1,,
d) 3,612,268,126,64,21,9,,2,,,,
e) 4,543,249,117,64,31,9,2,1,,,1,
f) 5,484,186,124,78,25,12,3,1,,,,
g) 6 to 10,"1,836",877,495,300,89,49,13,12,9,2,3,2
