Country: USA,,,,,,,,,
Variable: Net_Job_Creation,,,,,,,,,
Unit of Analysis: Active Establishments*,,,,,,,,,
Source: Longitudinal Business Database 1977-2012,,,,,,,,,
 *Establishment activity is defined by the existence of March 12 employment,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
f) 5,-302,-328,-24,-286,52,"-1,232",-611,D,D
g) 6 to 10,"-1,151",-613,-452,-733,"-1,592",49,243,-129,-290
h) 11 to 15,-594,-348,-250,-613,-253,74,306,-148,-806
i) 16 to 20,,,,,,,,,
j) 21 to 25,,,,,,,,,
k) 26+,,,,,,,,,
l) Left Censored,-666,-528,-353,"-1,465",-757,-316,"-1,726",-598,-988
m) ALL,"3,086","2,264","2,478","1,683",-872,"1,389","3,050","-1,489","-2,652"
,           1992,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,"6,452","4,043","3,633","3,246","2,878","1,092","2,297",,
b) 1,"-1,055",-190,-307,-607,-424,-141,14,"1,315",
c) 2,-746,-460,-100,10,137,-206,"1,299","1,607",
d) 3,-687,-214,-226,-684,-586,82,161,D,D
e) 4,-627,-363,-164,-301,-322,-42,D,D,
f) 5,-441,-183,-254,-202,-52,-274,D,930,D
g) 6 to 10,"-1,077",-867,-717,-193,-737,218,247,-748,532
h) 11 to 15,-651,-638,-466,-516,-247,234,-35,458,-76
i) 16 to 20,,,,,,,,,
j) 21 to 25,,,,,,,,,
k) 26+,,,,,,,,,
l) Left Censored,-828,-583,-734,-727,-627,-53,99,35,137
m) ALL,340,545,665,26,20,910,"4,184","4,925","-1,360"
,           1993,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,"5,866","3,275","3,040","2,537","1,386",D,D,,
b) 1,-977,2,-77,-49,-157,D,D,-469,
c) 2,-920,-257,-138,-11,78,184,-55,D,D
d) 3,-698,-196,-582,-171,"-1,046",-123,-476,D,D
e) 4,-362,-136,-459,-272,21,-771,-799,D,D
f) 5,-423,-403,-468,-164,351,-763,D,D,
g) 6 to 10,"-1,065",-863,-704,"-1,010",-645,"-1,145",-418,"-1,333",54
h) 11 to 15,-629,-221,-716,-632,-911,85,-113,-526,-772
i) 16 to 20,-134,-128,-92,-171,-56,178,D,,D
j) 21 to 25,,,,,,,,,
k) 26+,,,,,,,,,
l) Left Censored,-677,-791,-811,"-1,296","-2,052","-3,456",-50,-903,-120
m) ALL,-19,282,"-1,007","-1,239","-3,031","-3,577",-88,"-5,576",-628
,           1994,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,"5,622","3,388","2,972","2,611","1,144","2,288",D,D,D
b) 1,-791,-167,37,-104,138,-399,D,D,
c) 2,-617,-483,-353,-72,-348,38,D,D,
d) 3,-533,-555,-342,-393,76,-391,-230,D,D
e) 4,-396,-397,-123,-658,-313,-409,-667,"-1,068",
f) 5,-306,-350,-264,-271,-401,-527,D,,
g) 6 to 10,"-1,077","-1,027","-1,266","-1,182","-1,161",175,241,254,105
h) 11 to 15,-712,-663,-366,-814,-846,"-1,129",-341,D,D
