h) 11 to 15,,,,,,,,,,,,
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,2.9,0.7,0.9,1.4,2.7,D,5.0,1.4,1.9,5.6,D,5.4
m) ALL,27.1,10.3,6.5,4.6,3.3,6.3,8.4,3.3,1.7,5.6,4.3,5.3
,           1984,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,198.0,198.4,199.9,199.8,D,,,D,,,,
b) 1,0.4,0.0,D,D,D,D,D,D,,,,
c) 2,4.3,D,D,0.0,D,D,D,,D,,,
d) 3,4.7,D,D,0.0,D,0.0,D,0.0,D,D,,
e) 4,4.3,D,0.0,0.0,0.0,D,0.0,D,D,,,
f) 5,5.0,0.0,D,D,0.0,D,D,D,D,,,
g) 6 to 10,5.6,1.0,D,1.3,0.7,5.4,D,0.0,0.0,D,D,D
h) 11 to 15,,,,,,,,,,,,
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,2.2,1.1,1.1,1.3,4.3,4.3,3.0,8.2,3.0,D,D,D
m) ALL,22.7,9.7,5.7,4.5,4.7,4.8,3.1,7.8,2.6,2.5,3.0,2.2
,           1985,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,D,200.0,199.9,199.9,D,,D,,,,,
b) 1,D,0.0,3.0,D,0.0,0.0,D,D,D,D,D,
c) 2,6.2,2.4,D,D,D,0.0,0.0,D,,,,
d) 3,6.7,D,D,0.0,D,D,D,D,D,,,
e) 4,6.9,D,D,D,D,D,D,D,D,D,,
f) 5,5.1,1.5,D,D,0.0,D,D,D,D,,,
g) 6 to 10,5.7,1.7,1.2,1.7,2.2,3.8,8.0,D,D,0.0,D,D
h) 11 to 15,,,,,,,,,,,,
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,2.8,1.3,1.1,1.6,2.6,0.7,2.5,2.8,3.3,2.2,D,D
m) ALL,27.4,11.1,6.9,7.0,5.7,1.0,4.0,4.3,4.1,2.2,6.9,5.7
,           1986,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,199.4,200.0,200.0,199.9,D,D,,,,,,
b) 1,2.4,5.1,14.0,15.1,D,D,,D,D,D,,D
c) 2,7.1,2.3,3.2,D,0.0,0.0,D,D,D,D,,
d) 3,5.4,1.5,D,2.1,0.0,D,D,D,,,,
e) 4,7.3,0.0,2.4,D,D,D,D,D,D,,,
f) 5,5.0,D,2.2,D,3.0,0.0,D,D,D,,,
g) 6 to 10,7.2,1.9,D,3.0,7.3,1.5,3.5,D,0.3,D,D,D
h) 11 to 15,,,,,,,,,,,,
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,3.5,D,2.0,2.3,3.3,D,2.9,2.1,D,3.2,D,10.0
m) ALL,26.5,11.4,9.3,8.2,5.9,6.3,3.2,2.5,0.6,4.3,3.7,10.0
,           1987,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,198.5,198.7,195.9,157.9,D,75.6,D,D,,,,
b) 1,2.6,3.8,4.5,D,29.9,D,D,,,D,,D
c) 2,7.6,6.0,D,5.8,0.0,D,D,,,D,D,
d) 3,5.9,3.3,5.1,D,0.0,0.0,D,D,D,D,,D
e) 4,8.1,6.2,2.0,D,D,0.0,D,D,,,,
f) 5,5.0,3.5,D,D,11.3,0.0,D,D,D,,,D
g) 6 to 10,5.5,1.2,3.6,1.5,9.9,10.1,D,D,D,D,D,D
h) 11 to 15,,,,,,,,,,,,
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,4.3,2.3,0.8,2.1,2.1,2.5,2.4,D,4.1,D,D,6.9
m) ALL,27.8,12.6,8.9,8.0,9.5,8.3,7.1,3.5,3.9,2.1,4.0,6.8
,           1988,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,195.7,197.4,200.0,200.0,199.8,D,D,,,,,
b) 1,0.6,D,D,3.3,8.1,D,0.0,D,,D,,
c) 2,4.9,2.8,D,4.9,D,0.0,D,,,,,D
d) 3,4.4,2.8,2.1,D,D,D,,D,D,,,D
e) 4,3.1,D,D,D,0.0,D,D,D,D,D,D,
f) 5,5.5,D,0.0,3.7,0.0,D,D,D,,,,D
g) 6 to 10,3.8,1.5,1.4,0.8,1.5,4.7,D,D,D,11.8,D,D
h) 11 to 15,5.0,D,0.0,D,4.8,10.5,D,D,D,D,D,D
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,2.9,1.2,0.5,1.2,2.3,4.2,3.0,5.4,5.3,D,D,5.0
m) ALL,25.0,11.1,8.6,5.4,5.7,6.1,6.6,4.1,4.1,2.2,3.6,5.3
,           1989,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,D,195.5,200.0,191.9,180.9,D,D,,D,,,
b) 1,D,1.1,1.3,5.2,0.0,24.1,D,D,D,,D,
c) 2,4.2,D,D,2.0,D,0.0,D,0.0,,D,,
d) 3,5.1,0.8,D,2.8,D,0.0,D,,D,,,D
e) 4,2.5,D,1.4,0.0,7.0,D,,,D,,,
f) 5,3.6,0.6,D,D,D,D,D,D,D,D,D,
g) 6 to 10,4.5,1.9,1.5,1.0,5.2,3.3,D,D,D,D,D,0.0
h) 11 to 15,4.8,3.2,0.0,D,3.2,1.6,D,0.0,D,,D,D
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,2.8,1.1,0.9,2.0,2.4,5.3,2.6,4.4,4.1,D,7.8,D
m) ALL,24.0,9.5,6.3,7.1,7.1,6.5,5.1,3.9,11.0,0.9,10.5,5.1
,           1990,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,D,199.9,199.9,199.9,199.8,D,D,,,,,
b) 1,D,1.0,2.4,8.0,5.7,D,D,D,D,,,
c) 2,6.7,D,3.3,D,D,3.9,D,D,D,D,,
d) 3,5.7,4.8,2.9,3.4,D,D,0.0,0.0,,D,,
e) 4,6.9,4.2,D,D,D,D,D,D,D,,,D
f) 5,6.8,D,1.0,D,D,D,D,D,D,D,,
g) 6 to 10,4.9,2.6,1.2,0.7,1.5,5.5,D,4.7,D,D,0.0,D
h) 11 to 15,6.4,2.2,D,2.6,1.6,2.6,D,D,D,D,D,D
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,3.1,0.6,1.6,1.6,4.9,0.9,5.5,3.9,3.0,1.0,D,D
m) ALL,26.9,10.2,7.2,6.8,7.2,6.9,7.0,8.7,2.4,1.4,7.0,2.1
,           1991,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,197.3,198.4,D,187.3,D,199.8,D,D,,,,
b) 1,0.3,2.1,2.4,5.6,0.0,D,D,D,,,,D
c) 2,5.1,D,1.6,2.5,9.3,D,D,D,D,,,
d) 3,5.8,D,3.7,D,D,D,D,D,D,D,,
e) 4,6.3,2.1,D,5.8,1.6,0.0,D,D,,D,,
f) 5,6.1,D,4.4,D,0.0,D,D,,D,,,D
g) 6 to 10,4.0,0.8,1.9,4.2,5.8,2.6,6.9,D,D,D,D,D
h) 11 to 15,4.8,2.9,2.0,3.0,10.1,1.1,1.1,D,2.9,D,D,D
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,2.3,2.1,2.5,3.6,5.9,4.4,1.9,5.3,4.0,0.9,0.4,7.2
m) ALL,26.4,10.1,6.9,7.6,8.6,6.3,9.0,5.4,3.4,2.2,1.7,7.2
,           1992,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,199.0,D,200.0,200.0,200.0,D,D,D,,,,
b) 1,0.9,0.8,2.6,6.6,0.0,D,0.0,D,D,,,
c) 2,4.7,1.1,2.0,D,D,0.0,0.0,D,,,D,
d) 3,5.3,3.6,D,4.9,D,D,D,D,D,,,
e) 4,5.2,2.1,2.7,D,D,D,D,D,D,D,,D
f) 5,4.4,D,D,1.4,D,D,D,0.0,D,,,
g) 6 to 10,4.9,2.1,2.7,2.4,7.1,6.0,D,0.0,D,D,,D
h) 11 to 15,4.8,1.7,0.8,1.6,6.6,1.3,0.8,D,D,D,D,D
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,2.8,1.8,1.4,1.7,1.6,3.6,2.6,1.1,3.0,3.7,1.3,2.6
m) ALL,23.4,9.4,5.9,5.9,4.8,5.0,3.4,4.6,4.6,3.7,1.5,2.7
,           1993,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,197.2,D,193.6,199.9,199.6,D,D,,,,,
b) 1,0.0,0.8,D,D,D,D,D,,0.0,,,D
c) 2,5.8,3.0,D,0.6,0.0,D,0.0,D,D,,,
d) 3,4.7,2.4,D,0.0,D,D,D,0.0,,,D,
e) 4,4.6,0.0,D,D,0.0,0.0,0.0,,D,D,,
f) 5,7.8,2.3,0.0,0.0,0.0,D,D,D,D,D,,
g) 6 to 10,7.3,1.6,1.4,0.7,1.2,D,0.0,0.3,2.9,D,D,D
h) 11 to 15,4.5,1.6,D,0.9,D,D,1.5,0.4,D,0.0,D,D
i) 16 to 20,6.1,D,D,D,D,1.8,2.1,D,D,,D,0.0
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,2.2,1.7,0.5,1.2,0.6,0.8,1.8,0.7,2.6,D,D,5.8
m) ALL,23.7,8.7,4.7,3.7,2.3,3.6,3.9,0.5,2.3,1.1,1.4,5.8
,           1994,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,D,200.0,200.0,200.0,199.5,D,D,D,D,,,
b) 1,D,D,D,6.2,0.0,D,0.0,D,,,,
c) 2,5.0,1.0,D,D,0.0,0.0,D,D,D,D,,D
d) 3,5.4,2.1,D,D,0.0,0.0,D,D,D,,,
e) 4,5.6,D,D,7.5,D,D,D,D,,D,D,
f) 5,4.5,D,D,D,D,D,D,,D,,,
g) 6 to 10,4.2,1.5,0.7,1.6,2.0,1.1,D,2.6,D,D,,D
h) 11 to 15,2.9,1.6,0.9,1.3,D,0.7,4.8,D,D,D,D,D
i) 16 to 20,4.9,D,D,D,D,2.1,D,D,D,D,0.0,D
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,3.0,1.2,D,0.7,0.9,2.0,1.2,4.1,2.9,4.1,D,5.2
m) ALL,21.9,8.3,5.3,4.9,2.0,3.0,4.1,7.8,9.6,4.3,0.9,5.4
,           1995,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,196.9,199.9,199.9,199.9,199.7,,,,,,,
b) 1,0.0,D,D,D,0.0,0.0,D,D,D,D,,D
c) 2,2.2,1.3,5.2,D,D,0.0,D,D,D,,,
d) 3,4.4,1.6,0.0,0.0,0.0,D,D,D,D,D,,D
e) 4,6.1,D,3.6,D,1.6,0.0,0.0,D,D,D,,D
f) 5,8.0,2.6,0.0,0.0,0.0,D,D,D,,,,
g) 6 to 10,4.1,1.1,1.3,0.8,1.8,4.6,D,0.0,1.0,D,D,D
h) 11 to 15,4.1,1.1,0.4,2.8,D,D,1.9,D,1.3,23.8,D,D
i) 16 to 20,3.5,D,D,D,D,9.1,1.2,D,D,D,D,D
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,2.2,0.7,1.0,0.9,1.4,1.5,2.3,1.2,1.8,D,D,6.5
m) ALL,21.5,8.4,5.8,4.6,3.9,3.3,2.7,1.6,6.5,3.9,5.4,6.3
,           1996,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,195.3,198.2,195.9,200.0,199.7,117.2,,,,,,
b) 1,0.0,D,D,D,0.0,D,,D,,,,
c) 2,3.5,2.6,0.0,2.0,0.0,D,D,D,D,D,D,
d) 3,6.7,D,D,D,0.0,0.0,D,D,,,,
e) 4,3.8,2.0,3.3,0.0,0.0,D,D,D,D,D,,D
f) 5,3.9,2.4,D,1.7,D,D,0.0,D,D,D,D,
g) 6 to 10,5.2,1.5,D,1.4,D,D,3.7,0.0,D,0.0,D,0.0
h) 11 to 15,3.1,1.8,1.2,1.4,2.9,D,2.5,D,D,D,D,D
i) 16 to 20,1.9,0.6,D,0.3,D,2.1,1.2,0.9,2.8,0.0,0.0,D
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,2.4,1.5,1.4,1.3,0.7,1.2,D,0.9,2.2,D,8.8,6.0
m) ALL,21.5,8.3,6.4,6.5,3.7,5.2,2.9,5.8,2.2,8.1,7.6,6.1
,           1997,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,197.8,199.9,D,200.0,D,D,,,,,,
b) 1,0.7,1.1,2.0,1.8,D,D,0.0,,,,,
c) 2,4.9,2.8,1.6,D,0.0,D,D,D,D,D,,
d) 3,5.7,D,4.5,0.0,D,D,D,D,D,D,D,
e) 4,6.6,D,2.0,D,D,0.0,D,D,,,,D
f) 5,3.9,D,D,D,D,0.0,0.0,D,D,,,D
g) 6 to 10,4.7,1.2,1.1,1.2,4.6,0.8,0.7,0.0,D,D,D,D
h) 11 to 15,4.1,1.9,1.5,0.6,D,2.3,D,0.0,0.6,6.3,D,D
i) 16 to 20,3.6,1.2,2.7,0.7,8.7,2.5,2.5,2.3,D,D,D,D
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,2.9,0.8,0.9,1.6,2.0,1.8,2.1,0.8,1.8,2.7,4.2,5.2
m) ALL,21.8,7.8,6.0,3.8,4.7,3.5,1.6,0.8,1.3,2.9,3.4,5.6
,           1998,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,D,200.0,200.0,199.9,200.0,D,D,,D,,,
b) 1,D,D,D,0.0,0.0,0.0,D,D,,,,
c) 2,3.0,0.0,0.0,0.0,0.0,D,0.0,,,,D,
d) 3,5.4,D,0.0,0.0,0.0,0.0,D,D,D,,,
e) 4,3.5,0.0,D,0.0,0.0,D,D,D,D,D,D,
f) 5,6.1,2.4,0.0,0.0,0.0,0.0,D,D,,D,D,D
g) 6 to 10,4.7,2.0,1.5,D,D,D,6.9,D,D,,D,D
h) 11 to 15,3.4,D,D,1.3,D,2.1,D,D,D,3.8,D,D
i) 16 to 20,2.4,D,0.0,0.0,D,0.6,3.6,D,0.9,D,0.0,D
j) 21 to 25,1.1,D,0.0,D,D,0.8,D,0.0,D,D,D,D
k) 26+,,,,,,,,,,,,
l) Left Censored,1.9,D,1.0,D,0.9,0.8,1.1,2.0,3.8,2.1,6.7,4.0
m) ALL,20.0,7.7,5.7,5.4,3.6,3.3,7.8,3.7,2.7,2.3,7.0,4.3
,           1999,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,197.1,199.9,199.9,199.9,200.0,200.0,,,,,,
b) 1,0.0,0.0,1.1,7.4,6.5,0.0,D,D,D,D,,
c) 2,5.7,0.0,0.0,D,0.0,0.0,D,D,,,,
d) 3,4.6,0.0,D,D,0.0,0.0,D,,,,,
e) 4,3.2,0.0,0.0,D,0.0,0.0,D,,D,,D,
f) 5,2.8,D,D,D,0.0,0.0,D,D,D,D,D,D
g) 6 to 10,4.1,1.3,0.9,D,0.0,D,2.9,D,D,D,D,D
h) 11 to 15,3.7,0.0,0.0,D,D,D,D,2.4,D,D,D,D
i) 16 to 20,5.1,D,D,D,D,0.4,D,D,D,0.0,0.0,D
j) 21 to 25,2.2,0.0,D,D,D,D,D,0.0,D,D,0.0,D
k) 26+,,,,,,,,,,,,
l) Left Censored,1.8,0.0,1.3,D,0.6,1.0,1.9,1.9,11.3,0.5,5.6,D
m) ALL,19.0,6.4,4.8,7.0,2.5,3.8,3.8,1.7,7.6,0.5,20.1,6.8
,           2000,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,195.9,200.0,199.9,200.0,200.0,D,D,,,D,,
b) 1,D,D,1.7,3.9,D,18.7,D,,,,D,D
c) 2,D,2.7,5.0,2.2,10.1,D,0.0,,D,D,,
d) 3,4.9,D,D,0.0,0.0,D,D,D,,,,
e) 4,4.2,0.0,D,D,0.0,D,D,,,,,
f) 5,D,0.0,D,0.0,0.0,0.0,D,,D,,,D
g) 6 to 10,3.9,1.9,0.9,D,D,9.5,3.5,D,D,D,D,D
h) 11 to 15,3.4,1.8,1.9,D,0.0,4.8,D,D,D,25.8,D,D
i) 16 to 20,2.7,1.8,D,2.1,D,3.4,D,D,D,0.0,D,48.2
j) 21 to 25,2.0,1.0,D,D,0.0,D,D,D,0.3,0.0,0.0,36.8
k) 26+,,,,,,,,,,,,
