l) Left Censored,2.7,0.0,1.2,1.1,0.3,0.7,3.3,3.5,1.9,D,2.2,D
m) ALL,20.8,8.4,6.0,4.5,3.9,3.9,4.6,2.8,1.4,5.3,3.1,6.1
,           2001,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,197.2,197.1,200.0,200.0,199.7,D,,,D,,,
b) 1,0.4,D,D,D,11.5,42.5,,D,,D,,
c) 2,2.9,D,1.3,2.3,D,8.4,D,D,,,,D
d) 3,3.1,3.6,D,1.2,4.7,3.3,D,D,D,,D,
e) 4,3.8,0.0,D,0.0,0.0,D,D,D,D,,,
f) 5,3.4,0.0,D,0.0,0.0,0.0,D,,D,,,D
g) 6 to 10,4.2,0.7,1.3,D,D,D,D,D,D,D,D,D
h) 11 to 15,2.7,D,1.0,D,5.7,D,2.3,D,D,D,D,13.8
i) 16 to 20,4.4,D,D,D,0.8,4.5,0.3,D,D,D,D,D
j) 21 to 25,3.2,0.0,0.0,D,D,7.2,4.4,4.3,D,D,D,D
k) 26+,,,,,,,,,,,,
l) Left Censored,5.3,1.0,D,D,D,1.3,1.2,2.0,0.4,3.5,5.0,7.7
m) ALL,20.1,6.8,6.0,6.5,3.7,4.8,3.1,2.7,11.9,3.1,4.4,7.3
,           2002,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,200.0,200.0,200.0,D,199.8,D,D,,,,,
b) 1,0.0,0.0,D,1.2,D,D,D,,,D,,
c) 2,4.2,2.4,3.0,D,D,D,D,D,D,D,,
d) 3,7.6,1.3,D,6.9,D,0.0,D,,,,,D
e) 4,10.2,3.9,8.0,3.3,D,D,D,0.0,D,,,D
f) 5,7.0,D,0.0,0.0,0.0,0.0,D,D,D,,,
g) 6 to 10,6.2,2.1,1.5,2.0,1.2,D,D,D,D,,D,0.0
h) 11 to 15,7.4,2.0,2.3,5.2,0.2,3.5,D,D,1.4,0.0,D,D
i) 16 to 20,4.7,3.0,1.8,1.7,2.0,2.3,1.8,0.0,D,0.0,D,D
j) 21 to 25,5.1,1.7,2.1,2.1,4.0,6.5,11.4,D,D,D,0.0,D
k) 26+,,,,,,,,,,,,
l) Left Censored,5.6,D,4.8,3.0,2.8,0.8,1.5,0.8,1.2,D,2.5,6.0
m) ALL,23.4,9.0,7.5,7.1,6.3,5.5,3.0,1.1,1.8,2.8,4.1,6.3
,           2003,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,200.0,200.0,199.9,200.0,200.0,200.0,D,,D,,,
b) 1,0.0,0.0,D,0.0,0.0,0.0,,D,D,,,
c) 2,6.5,D,D,0.0,0.0,D,D,D,,,,
d) 3,4.6,D,D,3.5,D,0.0,D,,D,,D,
e) 4,6.3,4.1,D,0.0,D,0.0,D,,,,,D
f) 5,9.1,D,2.5,0.0,D,D,0.0,D,D,,,D
g) 6 to 10,5.9,2.1,1.3,D,0.0,0.3,0.0,0.0,D,D,2.5,D
h) 11 to 15,7.2,1.6,1.6,D,0.0,D,D,D,D,D,D,D
i) 16 to 20,4.8,1.5,0.7,D,1.0,D,D,0.0,D,0.0,0.0,D
j) 21 to 25,4.7,2.1,D,1.8,D,D,D,D,D,D,0.0,D
k) 26+,2.8,D,0.0,0.0,0.0,0.7,D,0.0,D,0.0,D,D
l) Left Censored,2.6,1.0,D,1.0,0.3,0.1,6.2,2.8,0.6,0.4,D,3.0
m) ALL,22.0,8.5,5.5,5.1,3.4,3.1,11.7,2.1,1.3,0.4,5.8,4.0
,           2004,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,198.1,199.9,199.9,199.9,200.0,D,,,D,,,
b) 1,0.0,D,0.0,D,D,0.0,D,D,D,,,
c) 2,5.5,1.0,D,0.0,0.0,D,D,,,D,,
d) 3,6.1,D,D,D,D,D,,D,,,,
e) 4,4.2,D,0.9,D,D,D,D,D,,,D,
f) 5,5.9,D,D,D,0.0,0.0,D,D,,,,
g) 6 to 10,6.1,1.6,D,D,D,D,D,0.0,D,D,0.0,D
h) 11 to 15,6.4,1.5,1.4,1.5,D,D,0.0,D,D,D,0.0,D
i) 16 to 20,3.6,2.1,D,D,D,0.1,D,D,D,0.0,1.9,D
j) 21 to 25,2.6,1.6,D,0.5,D,1.9,0.0,D,0.0,D,D,D
k) 26+,2.2,0.0,0.0,0.0,D,3.8,7.4,D,D,D,D,D
l) Left Censored,4.3,2.6,D,0.8,0.5,1.8,1.4,1.6,2.5,1.5,D,4.5
m) ALL,21.4,8.4,5.5,3.8,5.1,2.7,3.8,3.1,2.4,1.7,1.1,4.4
,           2005,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,196.0,198.0,200.0,199.9,200.0,199.8,D,,D,,,
b) 1,0.0,D,0.0,D,0.0,D,D,,,D,,
c) 2,3.0,2.3,0.0,7.0,0.0,0.0,D,D,,,D,
d) 3,6.0,D,D,0.6,D,D,D,,,D,,
e) 4,5.1,1.8,D,D,D,D,,D,D,D,,
f) 5,5.6,2.7,D,D,D,0.0,D,D,,,,D
g) 6 to 10,4.7,2.5,D,2.5,D,D,D,D,D,D,D,D
h) 11 to 15,5.3,0.5,D,1.4,D,D,0.0,D,D,D,D,D
i) 16 to 20,4.3,D,1.9,D,2.7,3.9,D,D,D,0.0,0.0,D
j) 21 to 25,3.2,D,D,D,0.8,D,D,4.7,D,0.0,0.0,D
k) 26+,1.6,3.0,0.0,D,D,D,D,1.2,D,D,D,D
l) Left Censored,2.4,D,1.3,0.0,2.7,D,1.8,D,0.4,0.7,4.2,7.7
m) ALL,20.5,8.2,5.9,5.2,6.1,4.4,4.8,6.0,4.2,0.6,3.9,7.2
,           2006,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,197.6,196.5,200.0,199.9,199.8,199.9,199.7,D,D,,,
b) 1,0.0,0.0,0.0,D,0.0,0.0,D,D,D,D,,
c) 2,2.5,2.0,D,D,D,0.0,D,,,D,,
d) 3,4.2,D,D,D,0.0,0.0,D,D,,,,
e) 4,4.0,D,D,D,D,D,D,,D,D,,
f) 5,2.6,D,2.1,D,0.0,D,D,D,,D,,
g) 6 to 10,3.6,0.7,1.5,2.4,D,1.7,D,0.0,D,D,D,D
h) 11 to 15,4.5,1.8,1.1,D,D,D,D,D,D,D,10.8,0.0
i) 16 to 20,5.1,0.8,2.0,3.6,6.3,D,D,D,D,0.0,D,D
j) 21 to 25,2.1,D,2.9,3.5,7.6,14.0,0.7,7.0,0.0,D,D,D
k) 26+,1.7,0.0,D,1.7,2.3,2.2,5.3,D,D,D,D,D
l) Left Censored,2.3,D,0.8,2.4,4.3,3.6,0.3,1.2,1.4,0.5,4.5,D
m) ALL,20.8,7.5,5.7,6.3,5.8,6.8,7.0,2.6,2.2,1.0,4.3,4.3
,           2007,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,D,200.0,200.0,199.9,200.0,D,D,,,,,
b) 1,D,D,D,D,16.7,D,D,D,,,,
c) 2,4.3,1.3,D,D,0.0,D,D,D,D,D,,
d) 3,3.9,0.0,D,D,0.0,D,D,D,,,,
e) 4,3.8,3.2,D,D,D,0.0,0.0,8.5,D,,D,
f) 5,5.3,0.0,D,D,D,D,D,,D,D,,
g) 6 to 10,4.3,1.9,1.4,2.5,3.2,2.1,D,D,D,0.0,0.0,D
h) 11 to 15,4.0,D,D,2.4,D,D,D,D,D,D,0.0,D
i) 16 to 20,4.0,1.4,1.1,5.1,D,0.3,0.0,D,D,0.0,0.0,D
j) 21 to 25,2.7,D,0.8,2.7,1.6,3.1,D,D,0.7,D,0.0,16.0
k) 26+,2.2,D,3.7,2.5,D,3.9,2.3,D,0.0,D,D,1.5
l) Left Censored,1.8,1.7,1.9,2.3,3.5,3.5,0.9,5.0,2.2,0.8,2.8,6.0
m) ALL,19.4,7.9,5.8,5.8,3.9,5.1,5.1,8.1,1.6,0.8,1.9,6.0
,           2008,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,D,200.0,200.0,200.0,D,D,,,,,,
b) 1,D,0.0,D,D,D,D,D,D,,,,
c) 2,3.3,D,0.0,0.0,D,D,D,D,D,,,
d) 3,2.5,D,0.0,0.0,0.0,D,0.0,D,D,D,,D
e) 4,3.7,3.1,0.0,D,D,0.0,D,D,,,,
f) 5,6.0,D,D,D,D,D,D,D,D,D,,D
g) 6 to 10,3.6,1.3,D,1.9,0.2,5.4,0.8,D,0.0,D,D,D
h) 11 to 15,2.8,1.2,D,D,0.0,2.8,D,D,D,D,D,D
i) 16 to 20,2.7,1.3,D,5.5,3.9,D,D,D,D,D,9.5,4.6
j) 21 to 25,3.8,D,D,0.0,D,0.5,14.6,D,D,D,D,D
k) 26+,2.7,1.1,D,0.4,D,D,1.0,1.4,3.4,D,D,D
l) Left Censored,1.2,D,D,1.7,0.1,0.1,D,D,1.1,4.4,7.0,4.8
m) ALL,17.2,6.4,4.4,4.1,2.5,2.6,3.5,2.3,1.5,3.2,5.6,4.4
,           2009,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,193.1,199.9,199.8,199.8,199.7,,,,,,,
b) 1,0.0,0.0,D,0.0,0.0,D,D,,,,,
c) 2,4.1,D,0.0,D,0.0,D,D,D,D,,,
d) 3,3.5,D,D,D,0.0,D,D,D,D,D,,
e) 4,3.6,D,0.0,0.0,0.0,0.0,0.0,D,0.0,,,D
f) 5,4.2,2.4,D,D,0.0,0.0,D,D,,,,
g) 6 to 10,3.1,0.9,1.0,1.1,D,0.8,4.0,0.0,D,D,D,D
h) 11 to 15,6.0,D,D,D,0.0,D,D,10.2,D,D,D,0.0
i) 16 to 20,2.0,D,D,D,1.0,0.0,D,D,D,0.0,D,D
j) 21 to 25,2.3,D,D,D,D,D,4.5,D,0.1,D,D,12.2
k) 26+,2.5,D,0.0,0.8,D,D,D,0.5,2.3,D,D,D
l) Left Censored,2.2,2.4,D,D,D,0.2,4.8,2.1,2.0,0.9,6.9,4.7
m) ALL,15.5,6.5,4.0,3.4,2.5,1.2,3.3,3.0,1.5,1.2,6.0,5.0
,           2010,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,D,197.8,199.8,199.9,199.8,D,D,,,,,
b) 1,D,0.0,D,0.0,0.0,0.0,,D,D,D,,
c) 2,3.4,D,D,0.0,D,D,D,,,,,
d) 3,6.1,4.6,D,D,D,0.0,,D,D,,,
e) 4,6.7,2.8,D,D,0.0,D,0.0,D,D,,,
f) 5,4.1,6.4,D,D,D,D,0.0,D,D,,,
g) 6 to 10,4.5,2.6,2.3,1.3,D,D,D,D,0.0,0.0,D,
h) 11 to 15,3.3,2.3,D,D,0.0,D,D,0.0,D,D,D,D
i) 16 to 20,3.0,1.1,D,D,D,D,6.1,D,D,D,D,D
j) 21 to 25,2.6,D,D,3.8,2.0,D,D,D,0.5,0.0,0.0,7.9
k) 26+,2.1,1.4,0.0,D,D,0.7,0.7,D,D,D,2.1,4.5
l) Left Censored,1.5,D,0.8,D,0.7,2.1,0.3,0.6,0.7,D,0.7,4.2
m) ALL,14.6,8.0,4.2,4.7,5.6,1.6,5.1,1.8,4.0,1.1,0.5,4.4
,           2011,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,195.3,195.0,188.9,200.0,200.0,D,D,,,,,
b) 1,0.0,D,D,0.0,0.0,0.0,D,D,,D,,
c) 2,8.3,D,D,D,0.0,0.0,D,,D,,,
d) 3,4.4,D,D,0.0,0.0,D,D,,,,,
e) 4,2.8,0.0,D,D,0.0,0.0,D,D,D,,,
f) 5,6.9,D,D,0.0,0.0,0.0,0.0,D,D,,,
g) 6 to 10,3.8,1.1,0.9,0.2,D,0.4,7.1,0.0,D,D,D,D
h) 11 to 15,5.6,1.0,D,2.0,1.0,D,D,0.0,D,D,D,D
i) 16 to 20,3.1,1.7,0.0,0.0,D,D,0.0,D,0.3,D,D,D
j) 21 to 25,1.6,1.2,0.0,D,1.3,D,0.0,1.9,0.0,0.0,0.0,3.2
k) 26+,3.4,1.3,0.0,5.0,1.1,D,D,0.8,D,D,D,D
l) Left Censored,1.0,D,1.2,1.4,0.3,0.9,0.6,D,0.6,2.5,0.9,6.7
m) ALL,15.0,6.6,3.9,5.9,2.2,2.6,0.9,1.5,0.9,2.6,0.7,5.9
,           2012,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,D,199.9,200.0,200.0,D,D,,,,,,
b) 1,D,D,D,D,D,D,D,,,,,
c) 2,7.5,D,D,D,D,D,D,D,,,D,
d) 3,5.4,3.8,D,D,0.0,0.0,D,D,D,D,,
e) 4,6.6,D,3.3,0.0,D,D,D,,,,,
f) 5,6.8,2.8,D,D,D,0.0,,D,D,,,
g) 6 to 10,6.1,0.6,2.4,2.0,D,D,D,D,D,D,D,D
h) 11 to 15,5.3,1.1,D,D,1.1,0.6,0.0,D,D,0.0,D,D
i) 16 to 20,5.6,1.7,D,D,D,D,0.0,0.0,D,0.0,D,D
j) 21 to 25,5.3,1.7,D,D,0.0,5.2,D,D,0.7,0.0,0.0,D
k) 26+,4.2,1.6,2.2,1.9,D,1.3,D,D,D,4.8,D,D
l) Left Censored,4.9,3.8,3.5,1.2,1.1,2.6,1.7,0.2,2.5,D,D,6.5
m) ALL,17.1,6.9,5.5,3.8,2.2,3.0,1.1,1.7,2.4,1.1,0.4,5.8
