Country: USA,,,,,,,,,,,,,,,,,,,,,,,,
Unit of Analysis: Active Establishments*,,,,,,,,,,,,,,,,,,,,,,,,
Source: Longitudinal Business Database 1977-2012,,,,,,,,,,,,,,,,,,,,,,,,
    *Establishment activity is defined by the existence of March 12 employment,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,1977,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"6,665","6,942","16,553","14,959","1,395",20.6,990,14.6,"5,991","2,584","3,407",17.3,40.0,"2,803","1,769","1,034",11.8,18.7,"3,188",21.3,37.4,684,684,D
b. 5 to 9,"2,081","2,248","15,157","14,605",299,13.7,175,8.0,"3,803","1,943","1,860",13.3,26.0,"2,698","1,135","1,563",7.8,18.5,"1,105",7.5,37.0,122,122,795
c. 10 to 19,"1,136","1,245","17,329","16,909",130,10.5,109,8.8,"3,745","1,766","1,979",10.4,22.1,"2,904","1,476","1,428",8.7,17.2,841,4.9,34.4,72,73,989
d. 20 to 49,650,746,"22,486","22,236",59,7.9,53,7.1,"4,011","1,822","2,189",8.2,18.0,"3,510","1,528","1,982",6.9,15.8,501,2.2,31.6,28,28,806
e. 50 to 99,222,250,"17,023","16,524",21,8.6,11,4.5,"3,164","1,429","1,735",8.6,19.1,"2,165",766,"1,399",4.6,13.1,999,6.0,26.2,4,4,289
f. 100 to 249,108,124,"19,020","18,628",6,4.9,4,3.3,"2,884","1,002","1,882",5.4,15.5,"2,100",590,"1,510",3.2,11.3,784,4.2,22.6,,,
g. 250 to 499,29,32,"10,503","11,225",3,9.1,5,15.2,"1,482",D,D,D,13.2,"2,925","1,535","1,390",13.7,26.1,"-1,443",-12.9,26.4,2,2,D
h. 500 to 999,13,14,"10,714","9,957",0,0.0,0,0.0,"1,595",0,"1,595",0.0,16.0,80,0,80,0.0,0.8,"1,515",15.2,1.6,,,
i. 1000+,5,6,"16,272","13,955",1,18.2,0,0.0,"4,634",D,D,D,33.2,0,0,0,0.0,0.0,"4,634",33.2,0.0,,,
m. ALL,"10,909","11,607","145,057","138,998","1,914",16.9,"1,347",11.9,"31,309","13,726","17,583",9.9,22.5,"19,185","8,799","10,386",6.3,13.8,"12,124",8.7,27.6,912,913,"4,689"
,,1978,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"6,985","7,270","18,633","16,462","1,394",19.8,955,13.5,"7,018","2,484","4,534",15.1,42.6,"2,675","1,727",948,10.5,16.2,"4,343",26.4,32.4,734,734,"1,347"
b. 5 to 9,"2,183","2,356","17,378","16,037",284,12.3,182,7.9,"5,170","1,838","3,332",11.5,32.2,"2,488","1,188","1,300",7.4,15.5,"2,682",16.7,31.0,136,140,931
c. 10 to 19,"1,251","1,367","19,821","18,751",137,10.2,82,6.1,"4,562","1,809","2,753",9.6,24.3,"2,421","1,108","1,313",5.9,12.9,"2,141",11.4,25.8,60,60,799
d. 20 to 49,695,793,"25,681","24,291",65,8.3,42,5.4,"5,413","1,810","3,603",7.5,22.3,"2,632","1,246","1,386",5.1,10.8,"2,781",11.5,21.6,24,24,714
e. 50 to 99,207,245,"16,844","16,640",12,4.9,12,4.9,"2,610",796,"1,814",4.8,15.7,"2,202",766,"1,436",4.6,13.2,408,2.5,26.4,3,3,186
f. 100 to 249,119,134,"21,401","20,639",14,10.4,14,10.4,"4,584","1,720","2,864",8.3,22.2,"3,060",D,"1,073",D,14.8,"1,524",7.4,29.6,7,7,996
g. 250 to 499,32,34,"11,461","10,750",4,12.5,0,0.0,"2,078","1,239",839,11.5,19.3,656,0,656,0.0,6.1,"1,422",13.2,12.2,,,
h. 500 to 999,15,17,"11,102","10,814",1,6.1,0,0.0,"1,305",D,D,D,12.1,728,0,728,0.0,6.7,577,5.4,13.4,,,
i. 1000+,6,7,"15,228","16,750",1,14.3,1,14.3,"3,191",D,D,D,19.1,"6,235",D,"2,013",D,37.2,"-3,044",-18.1,38.2,,,
m. ALL,"11,493","12,223","157,549","151,134","1,912",16.0,"1,288",10.8,"35,931","13,876","22,055",9.2,23.8,"23,097","12,244","10,853",8.1,15.3,"12,834",8.5,30.6,964,968,"4,973"
,,1979,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"6,846","7,145","18,084","16,384","1,243",17.6,999,14.2,"6,357",D,D,D,38.8,"2,957","1,806","1,151",11.0,18.0,"3,400",20.8,36.0,779,781,"1,427"
