Country: USA,,,,,,,,,,,,,,,,,,,,,,,,
Unit of Analysis: Active Establishments*,,,,,,,,,,,,,,,,,,,,,,,,
Source: Longitudinal Business Database 1977-2012,,,,,,,,,,,,,,,,,,,,,,,,
    *Establishment activity is defined by the existence of March 12 employment,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,1977,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"16,227","17,269","41,319","38,345","3,238",19.0,"2,697",15.8,"13,628","6,216","7,412",16.2,35.5,"7,679","4,738","2,941",12.4,20.0,"5,949",15.5,40.0,"1,819","1,823","3,213"
b. 5 to 9,"5,532","6,274","43,868","41,599",832,13.5,562,9.2,"12,441","5,415","7,026",13.0,29.9,"7,903","3,655","4,248",8.8,19.0,"4,538",10.9,38.0,376,378,"2,439"
c. 10 to 19,"3,215","3,684","66,247","57,263",371,10.2,283,7.8,"26,788","4,923","21,865",8.6,46.8,"8,820","3,766","5,054",6.6,15.4,"17,968",31.4,30.8,169,169,"2,215"
d. 20 to 49,"1,882","2,310","67,301","66,852",230,10.1,154,6.8,"12,606","6,880","5,726",10.3,18.9,"11,708","4,403","7,305",6.6,17.5,898,1.4,35.0,73,73,"2,072"
e. 50 to 99,536,708,"46,842","47,278",66,9.4,51,7.3,"7,796","4,044","3,752",8.6,16.5,"8,667","3,562","5,105",7.5,18.3,-871,-1.8,33.0,23,23,"1,579"
f. 100 to 249,300,399,"61,396","62,699",28,7.0,36,9.0,"9,228","4,285","4,943",6.8,14.7,"11,834","5,861","5,973",9.3,18.9,"-2,606",-4.2,29.4,11,11,D
g. 250 to 499,100,150,"52,557","53,291",8,5.2,17,11.0,"6,928",D,D,D,13.0,"8,396","5,661","2,735",10.6,15.8,"-1,468",-2.8,26.0,1,1,D
h. 500 to 999,53,70,"43,870","42,763",6,9.0,0,0.0,"5,791","4,443","1,348",10.4,13.5,"3,577",0,"3,577",0.0,8.4,"2,214",5.1,16.8,,,
i. 1000+,20,25,"48,534","49,187",2,8.3,0,0.0,"3,411",D,D,D,6.9,"4,717",0,"4,717",0.0,9.6,"-1,306",-2.7,13.8,,,
m. ALL,"27,865","30,889","471,934","459,277","4,781",15.7,"3,800",12.5,"98,617","41,451","57,166",9.0,21.5,"73,301","31,646","41,655",6.9,16.0,"25,316",5.5,32.0,"2,472","2,478","13,568"
,,1978,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"16,376","17,457","43,816","40,121","3,065",17.7,"2,788",16.1,"15,225","5,565","9,660",13.9,37.9,"7,835","5,117","2,718",12.8,19.5,"7,390",18.4,39.0,"1,920","1,920","3,472"
b. 5 to 9,"5,670","6,412","43,796","42,607",632,9.9,548,8.6,"10,351","4,018","6,333",9.4,24.3,"7,973","3,503","4,470",8.2,18.7,"2,378",5.6,37.4,353,353,"2,260"
c. 10 to 19,"3,327","3,795","53,196","51,454",302,8.0,221,5.9,"11,838","4,020","7,818",7.8,23.0,"8,353","2,845","5,508",5.5,16.2,"3,485",6.8,32.4,124,125,"1,572"
d. 20 to 49,"1,847","2,307","68,057","68,381",136,5.9,142,6.1,"11,810","4,095","7,715",6.0,17.3,"12,458","4,126","8,332",6.0,18.2,-648,-0.9,34.6,70,70,"1,990"
e. 50 to 99,551,700,"47,046","47,221",33,4.7,31,4.4,"7,526","2,248","5,278",4.8,15.9,"7,876","2,195","5,681",4.6,16.7,-350,-0.8,31.8,9,9,595
f. 100 to 249,299,381,"55,986","58,204",13,3.4,21,5.5,"6,567","2,174","4,393",3.7,11.3,"11,002",D,"7,534",D,18.9,"-4,435",-7.6,22.6,6,6,D
g. 250 to 499,105,158,"50,964","52,366",5,3.2,4,2.5,"5,748","1,573","4,175",3.0,11.0,"8,552","1,568","6,984",3.0,16.3,"-2,804",-5.3,22.0,1,1,D
h. 500 to 999,55,73,"46,099","47,521",0,0.0,0,0.0,"1,837",0,"1,837",0.0,3.9,"4,683",0,"4,683",0.0,9.9,"-2,846",-6.0,7.8,,,
i. 1000+,21,24,"44,551","54,370",0,0.0,1,4.1,"1,742",0,"1,742",0.0,3.2,"21,379",D,"20,181",D,39.3,"-19,637",-36.1,6.4,,,
m. ALL,"28,251","31,307","453,511","462,245","4,186",13.5,"3,756",12.1,"72,644","23,693","48,951",5.1,15.7,"90,111","24,020","66,091",5.2,19.5,"-17,467",-3.8,31.4,"2,483","2,484","11,280"
,,1979,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
