Country: USA,,,,,,,,,,,,
Variable: Denom,,,,,,,,,,,,
Unit of Analysis: Active Establishments*,,,,,,,,,,,,
Source: Longitudinal Business Database 1977-2012,,,,,,,,,,,,
    *Establishment activity is defined by the existence of March 12 employment,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
m) ALL,"21,014","25,491","30,348","38,726","26,252","28,471","17,897","20,381","33,004","13,119","7,221","48,530"
,           1985,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"2,566","1,278",857,"1,094",D,,D,,,,,
b) 1,"2,218","2,090","2,172","1,969",893,526,D,D,D,D,D,
c) 2,"2,170","2,132","2,075","1,710",D,397,"1,268",D,,,,
d) 3,"1,682","1,928","2,100","2,637",916,838,D,D,D,,,
e) 4,"1,502","1,930","2,529","2,260","1,825","2,017",D,D,D,D,,
f) 5,"1,391","1,897","1,404","1,904","1,140","1,909",D,D,D,,,
g) 6 to 10,"3,217","4,715","4,943","6,237","3,838","3,678","1,966",D,"3,559",90,D,D
h) 11 to 15,,,,,,,,,,,,
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,"6,679","9,945","15,028","22,422","15,857","18,937","17,078","13,239","30,126","11,678",D,D
m) ALL,"21,425","25,915","31,108","40,233","25,690","28,302","21,708","17,398","33,914","11,789","7,089","51,198"
,           1986,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"2,402","1,252","1,046","1,098",D,D,,,,,,
b) 1,"2,696","2,646","2,457","2,441",D,698,,D,D,D,,D
c) 2,"1,761","2,075","2,010","2,212",878,968,D,D,D,D,,
d) 3,"1,719","2,023","1,951","1,679","1,115",543,D,D,,,,
e) 4,"1,423","1,743","1,958","2,638","1,338",595,D,D,D,,,
f) 5,"1,364","1,793","2,364","2,258","1,719","1,953",D,D,D,,,
g) 6 to 10,"4,166","6,206","5,990","7,791","4,275","6,353","1,943",D,"6,381",D,D,D
h) 11 to 15,,,,,,,,,,,,
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,"6,164","9,544","14,280","21,581","15,527",D,"15,868","18,055","27,689","11,408",D,"54,000"
m) ALL,"21,695","27,282","32,056","41,698","26,727","31,498","19,622","21,386","35,450","11,716","7,582","54,095"
,           1987,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"2,582","1,377","1,078","1,469",842,"1,661",D,D,,,,
b) 1,"2,505","2,389","2,578","2,317","1,776",903,D,,,D,,D
c) 2,"2,058","2,422","2,501","3,121","1,578",501,D,,,D,D,
d) 3,"1,487","1,920","1,903","2,121",995,718,D,D,D,D,,D
e) 4,"1,469","1,752","1,905","2,174",656,412,D,D,,,,
f) 5,"1,274","1,637","1,929","2,139","1,490",727,110,D,D,,,D
g) 6 to 10,"5,015","7,290","8,212","9,406","6,271","9,244","2,286","2,691","8,320",189,D,D
h) 11 to 15,,,,,,,,,,,,
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,"5,653","8,934","13,255","21,007","16,515","20,632","15,870","16,428","23,153","21,936","2,932","58,376"
m) ALL,"22,043","27,721","33,361","43,754","30,123","34,798","20,471","22,085","31,584","25,450","3,072","58,781"
,           1988,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"2,504","1,425","1,339",836,516,D,D,,,,,
b) 1,"2,682","2,496","2,718","2,769","1,899",D,"1,420","1,589",,D,,
c) 2,"1,857","2,351","2,593","2,691","1,316",988,D,,,,,D
d) 3,"1,680","2,318","2,527","2,895","1,595",465,,D,D,,,D
e) 4,"1,254","1,780","1,933","1,900",960,954,D,D,D,D,D,
f) 5,"1,301","1,699","1,814","1,900",749,574,D,D,,,,D
g) 6 to 10,"4,988","7,038","8,329","9,495","5,436","7,700","1,478","5,397",D,272,D,D
h) 11 to 15,706,"1,265","1,583","2,043","1,903","3,120",882,D,"4,892",D,D,D
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,"5,268","8,272","13,105","20,086","16,242","21,188","17,403","15,709","25,103","23,684","3,448","60,342"
m) ALL,"22,240","28,644","35,941","44,615","30,616","37,189","24,009","24,858","33,352","27,104","3,556","60,777"
,           1989,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"2,351","1,236",968,"1,299",538,D,D,,D,,,
b) 1,"2,413","2,747","3,136","2,965",855,"1,299",D,D,D,,D,
c) 2,"2,059","2,322","2,596","3,200","1,755","1,706","1,913","1,206",,D,,
d) 3,"1,461","2,283","2,423","2,918","1,127","1,472","1,420",,D,,,D
e) 4,"1,510","2,146","2,321","2,863","1,738",D,,,D,,,
f) 5,"1,096","1,604","1,960","1,673",741,794,811,D,D,D,D,
g) 6 to 10,"4,958","6,648","8,732","9,557","6,489","6,703","2,258","3,844","3,873",D,D,38
h) 11 to 15,"1,389","2,558","2,806","3,390","2,481","3,776","1,400","1,339","5,136",,D,D
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,"4,877","8,020","12,197","20,267","15,008","21,199","18,084","17,778","24,567","26,904","4,269","62,319"
m) ALL,"22,114","29,564","37,139","48,132","30,732","38,027","26,503","24,856","37,990","30,237","4,840","63,252"
,           1990,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"2,623","1,242","1,070","1,223",508,D,D,,,,,
b) 1,"2,482","2,425","2,227","2,879","1,726","2,094",D,D,D,,,
c) 2,"1,922","2,497","3,190","3,124","1,286","1,505",D,D,D,D,,
d) 3,"1,671","2,097","2,280","3,242","2,013",D,"1,380","1,685",,D,,
e) 4,"1,294","1,929","2,482","2,861",822,"2,141","1,267",D,D,,,D
f) 5,"1,261","1,889","2,305","2,599","1,763",876,D,D,D,D,,
g) 6 to 10,"4,630","6,724","8,730","9,235","5,963","6,713","2,733","3,989","1,545",D,376,D
h) 11 to 15,"2,172","3,367","4,255","5,243","3,504","4,767","3,523","1,031","7,874",D,328,D
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,"4,610","7,326","11,577","20,058","15,287","20,223","20,017","18,321","24,496","28,509","5,956","64,085"
m) ALL,"22,665","29,496","38,116","50,464","32,872","41,099","29,766","27,077","39,402","32,617","6,660","64,735"
,           1991,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"2,784","1,343",887,"1,184",471,586,D,D,,,,
b) 1,"2,767","2,720","2,476","2,736","1,797","1,712",D,D,,,,D
c) 2,"2,027","2,440","2,291","2,997","1,888","2,156","1,084",D,D,,,
d) 3,"1,747","2,362","2,802","3,324","1,125","1,532",424,D,D,D,,
e) 4,"1,461","1,943","2,262","3,025","1,867","1,802","1,687",D,,D,,
f) 5,"1,108","1,931","2,183","3,010",387,"2,404",D,,241,,,D
g) 6 to 10,"4,612","7,051","9,306","9,856","6,833","5,905","2,550","4,694","3,168",557,D,D
h) 11 to 15,"2,896","4,338","5,244","6,598","4,238","6,574","4,722","1,942","9,416",D,D,864
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,"4,371","6,946","11,235","20,437","14,396","20,994","18,304","18,339","25,475","29,100","7,003","64,828"
m) ALL,"23,773","31,074","38,686","53,167","33,002","43,665","30,521","28,922","41,554","33,380","8,037","66,647"
,           1992,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"2,358","1,186",799,939,285,D,D,D,,,,
b) 1,"2,780","2,818","2,246","2,883","1,082",D,934,"2,069",D,,,
c) 2,"2,224","2,389","2,389","2,686","2,101",714,719,D,,,D,
d) 3,"1,725","2,098","2,263","2,374","1,595","1,701",D,D,D,,,
e) 4,"1,509","2,071","2,413","2,900","1,415","1,589",D,D,D,D,,D
f) 5,"1,228","1,873","1,775","2,723","2,010","1,569",D,"3,265",D,,,
g) 6 to 10,"4,381","6,812","8,920","10,192","6,217","3,761","3,038","1,260","3,622",D,,D
h) 11 to 15,"3,370","5,299","6,925","8,264","6,671","7,989","5,871","4,794","9,524",71,D,D
i) 16 to 20,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,"4,154","6,479","10,624","19,403","15,513","21,696","17,179","18,942","21,421","32,574","8,891","69,184"
m) ALL,"23,729","31,025","38,354","52,364","36,889","40,432","29,209","33,704","41,860","33,731","9,961","70,716"
,           1993,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"2,398","1,098",747,740,285,D,D,,,,,
b) 1,"2,424","2,356","2,242","2,020","1,037","1,543",D,,"1,715",,,D
c) 2,"2,132","2,495","2,354","2,861",854,"1,000",936,D,D,,,
d) 3,"1,930","1,947","2,149","2,451","1,806","1,205",D,"1,341",,,D,
e) 4,"1,447","1,885","2,053","2,017","1,624","1,404","1,014",,D,D,,
f) 5,"1,354","1,885","2,069","2,821","1,277","1,911",D,D,D,D,,
g) 6 to 10,"4,433","6,990","8,494","10,947","5,636","4,501","3,264","4,402","5,548",D,D,D
h) 11 to 15,"3,415","5,043","6,699","8,224","5,110",D,"3,536","5,088","3,890",140,576,D
i) 16 to 20,527,898,"1,245","1,842","2,035","2,705","2,985",D,"4,773",,D,"1,033"
j) 21 to 25,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,
l) Left Censored,"3,991","6,139","9,803","19,468","14,595","20,450","18,270","14,572","22,408","33,482","8,895","69,229"
m) ALL,"24,051","30,736","37,855","53,391","34,259","40,836","31,337","27,270","42,922","35,247","9,608","71,209"
,           1994,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"2,261","1,089",892,867,182,D,D,D,D,,,
b) 1,"2,527","2,342","1,818","1,862",739,D,"1,135",D,,,,
c) 2,"1,769","2,266","1,995","1,950","1,226","1,235",D,D,D,D,,D
d) 3,"1,782","2,195","1,869","2,697","1,238",852,865,D,D,,,
e) 4,"1,632","1,692","2,109","2,091","1,374",506,"1,187",D,,D,D,
f) 5,"1,276","1,719","1,835","1,924","1,691","1,106",D,,D,,,
