Country: USA,,,,,,,,,,,,
Variable: Job_Creation_Births,,,,,,,,,,,,
Unit of Analysis: Active Establishments*,,,,,,,,,,,,
Source: Longitudinal Business Database 1977-2012,,,,,,,,,,,,
    *Establishment activity is defined by the existence of March 12 employment,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"4,128","1,809","1,962","2,938",611,D,,,D,,,
b) 1,10,D,D,D,173,600,,0,,0,,
c) 2,47,D,22,56,D,141,D,D,,,,0
d) 3,46,59,D,25,105,29,D,D,0,,D,
e) 4,49,0,D,0,0,0,D,D,D,,,
f) 5,38,0,D,0,0,0,D,,0,,,0
g) 6 to 10,182,41,84,D,D,D,D,D,D,0,0,D
h) 11 to 15,85,D,61,D,259,D,103,D,D,D,D,104
i) 16 to 20,106,D,D,D,31,242,14,D,D,D,D,D
j) 21 to 25,55,0,0,D,D,327,176,143,D,D,D,D
k) 26+,,,,,,,,,,,,
l) Left Censored,158,45,D,D,D,203,149,282,110,"1,110",324,"5,106"
m) ALL,"4,904","2,006","2,265","3,258","1,371","1,993",919,734,"5,047","1,193",536,"5,278"
,           2002,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,"4,489","2,044","1,776",D,"1,315","1,043",D,,,,,
b) 1,0,0,D,33,D,D,0,,,0,,
c) 2,75,48,56,D,D,D,0,0,0,0,,
d) 3,106,19,D,160,D,0,0,,,,,0
