Country: USA,,,,,,,,,
Variable: Job_Destruction_Deaths,,,,,,,,,
Unit of Analysis: Active Establishments*,,,,,,,,,
Source: Longitudinal Business Database 1977-2012,,,,,,,,,
 *Establishment activity is defined by the existence of March 12 employment,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
i) 16 to 20,265,258,357,D,D,0,0,0,0
j) 21 to 25,165,128,152,256,D,D,0,D,D
k) 26+,D,D,0,0,0,0,D,,D
l) Left Censored,322,128,98,278,D,D,0,0,0
m) ALL,"4,622","2,175","2,601","3,237","1,738","2,349","1,594",0,0
,           2004,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,0,0,0,0,0,0,,,
b) 1,907,456,437,445,D,D,0,0,
c) 2,569,291,D,659,499,D,D,,D
d) 3,485,314,190,D,D,0,0,D,D
e) 4,430,D,195,143,0,D,0,0,
f) 5,199,141,D,D,0,0,D,0,D
g) 6 to 10,967,404,355,D,D,0,0,0,0
h) 11 to 15,579,276,149,502,D,D,0,0,
i) 16 to 20,289,215,239,D,D,0,0,0,0
j) 21 to 25,279,135,112,D,D,0,0,D,D
k) 26+,79,D,D,D,0,0,0,D,D
l) Left Censored,270,142,174,548,D,D,0,0,0
m) ALL,"5,053","2,562","2,244","3,226","1,643","1,735",0,0,0
,           2005,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,0,0,0,0,0,0,D,D,
b) 1,893,451,354,287,D,D,D,D,
c) 2,517,290,223,D,0,D,0,0,
d) 3,457,268,167,255,D,D,D,,D
e) 4,231,214,D,0,0,D,0,D,D
f) 5,305,102,D,D,0,0,0,0,
g) 6 to 10,788,476,353,615,D,D,0,0,0
h) 11 to 15,535,225,275,494,D,D,D,D,D
i) 16 to 20,287,191,75,D,D,D,0,0,0
j) 21 to 25,208,163,D,D,D,D,0,D,D
k) 26+,95,55,D,D,D,0,0,D,D
l) Left Censored,236,114,202,291,371,D,0,D,0
m) ALL,"4,552","2,549","2,043","2,518","1,856","2,701",805,"1,386",0
,           2006,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,0,0,0,0,0,D,D,,
b) 1,"1,007",317,460,488,D,D,0,0,D
c) 2,626,185,190,D,D,0,0,D,D
d) 3,439,214,249,229,0,0,0,0,
e) 4,362,89,D,D,0,0,D,,D
f) 5,281,88,115,D,D,0,D,D,D
g) 6 to 10,742,432,387,429,D,D,D,D,D
h) 11 to 15,405,286,408,480,D,0,D,D,D
i) 16 to 20,307,107,287,D,0,D,0,0,0
j) 21 to 25,155,101,161,D,0,D,D,D,D
k) 26+,139,42,D,D,D,0,0,D,D
l) Left Censored,235,174,109,311,D,D,0,0,0
m) ALL,"4,698","2,035","2,532","2,621","1,680","1,879","2,412",0,0
,           2007,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,0,0,0,0,0,0,0,,
b) 1,"1,116",408,297,D,D,"1,633",D,D,
c) 2,721,365,284,D,0,D,D,0,D
d) 3,484,296,218,317,D,D,D,,D
e) 4,397,270,208,D,561,D,0,0,
f) 5,412,262,201,331,D,D,D,D,
g) 6 to 10,"1,033",835,810,630,410,D,D,D,D
h) 11 to 15,693,517,208,443,D,D,D,D,D
i) 16 to 20,455,313,419,441,519,0,0,0,0
j) 21 to 25,290,140,236,227,D,0,D,0,0
k) 26+,145,115,134,210,D,D,0,D,D
l) Left Censored,255,161,260,435,0,0,0,0,0
m) ALL,"6,001","3,682","3,275","4,364","2,632","4,765","2,117","1,384",0
,           2008,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,0,0,0,0,0,0,0,,
b) 1,982,544,D,"1,074",692,D,D,D,
c) 2,602,415,238,380,D,D,D,D,
d) 3,483,251,292,D,D,0,0,D,D
e) 4,396,200,111,D,D,0,D,,D
f) 5,426,164,D,D,0,0,0,D,D
g) 6 to 10,"1,003",553,777,D,D,0,0,D,D
h) 11 to 15,576,330,250,206,D,D,0,D,D
i) 16 to 20,319,148,88,D,D,0,0,0,
j) 21 to 25,215,206,211,D,D,0,0,0,0
