Country: USA,,,,,,,,,
Variable: Firmdeath_Estabs,,,,,,,,,
Unit of Analysis: Active Establishments*,,,,,,,,,
Source: Longitudinal Business Database 1977-2012,,,,,,,,,
 *Establishment activity is defined by the existence of March 12 employment,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,.,.,.,.,.,.,.,,
b) 1,321,19,5,4,.,.,.,,
c) 2,196,14,11,4,.,1,1,.,.
d) 3,146,15,5,1,.,.,.,.,
e) 4,118,16,3,.,.,1,.,.,.
f) 5,78,10,1,.,1,.,.,.,
g) 6 to 10,313,42,10,3,.,.,.,.,.
h) 11 to 15,165,22,5,4,.,.,.,.,.
i) 16 to 20,108,4,2,1,.,.,.,.,.
j) 21 to 25,13,3,.,.,.,.,.,,.
k) 26+,,,,,,,,,
l) Left Censored,113,10,7,1,.,.,.,.,.
m) ALL,"1,571",155,49,18,1,2,1,.,.
,           1999,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,.,.,.,.,.,.,.,.,
b) 1,276,19,10,3,.,.,.,.,
c) 2,189,11,2,1,.,.,.,.,
d) 3,127,15,7,3,.,.,.,.,.
e) 4,93,14,6,1,.,.,.,.,
f) 5,92,8,3,1,.,.,.,.,.
g) 6 to 10,310,28,18,8,.,.,.,1,
h) 11 to 15,146,19,12,8,1,.,.,.,.
i) 16 to 20,89,9,6,.,.,1,.,.,.
j) 21 to 25,27,1,.,.,.,.,.,.,.
k) 26+,,,,,,,,,
l) Left Censored,113,13,5,2,.,.,.,.,.
m) ALL,"1,462",137,69,27,1,1,.,1,.
,           2000,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,.,.,.,.,.,.,.,,
b) 1,236,18,6,1,.,1,.,.,.
c) 2,153,16,10,3,.,.,.,.,
d) 3,114,16,9,2,.,.,.,.,
e) 4,102,7,5,1,.,.,.,.,.
f) 5,74,8,3,1,.,.,.,.,
g) 6 to 10,240,28,11,7,1,.,1,.,.
h) 11 to 15,145,15,6,5,.,.,.,.,.
i) 16 to 20,94,13,6,1,.,.,.,.,.
j) 21 to 25,20,3,1,.,.,.,.,.,.
k) 26+,,,,,,,,,
l) Left Censored,102,12,2,2,.,.,.,.,.
m) ALL,"1,280",136,59,23,1,1,1,.,.
,           2001,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,.,.,.,.,.,.,.,.,
b) 1,270,13,5,1,.,.,.,.,
c) 2,141,13,8,.,2,.,.,.,.
d) 3,105,13,5,2,3,.,.,.,
e) 4,88,11,8,5,.,.,.,.,
f) 5,85,5,4,1,.,1,.,.,.
g) 6 to 10,200,27,11,5,.,.,.,1,.
h) 11 to 15,126,17,8,2,.,1,.,.,.
i) 16 to 20,89,8,7,2,.,.,.,.,.
j) 21 to 25,46,4,.,1,1,.,.,.,.
k) 26+,,,,,,,,,
l) Left Censored,86,6,.,.,.,.,.,.,.
m) ALL,"1,236",117,56,19,6,2,.,1,.
,           2002,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,.,.,.,.,.,.,,.,
b) 1,273,18,8,5,.,.,.,.,.
c) 2,170,15,4,2,.,.,.,.,
d) 3,107,10,3,2,.,.,.,.,.
e) 4,86,12,2,2,1,1,.,.,
f) 5,68,12,6,2,.,.,.,.,
g) 6 to 10,229,19,18,4,.,.,.,.,.
h) 11 to 15,129,14,11,1,1,.,.,.,.
i) 16 to 20,94,9,6,2,.,.,.,.,.
j) 21 to 25,52,7,3,1,1,.,.,.,.
k) 26+,,,,,,,,,
l) Left Censored,88,12,4,4,.,1,.,.,.
