Country: USA,,,,,,,,,,,,
Variable: firmdeath_emp,,,,,,,,,,,,
Unit of Analysis: Active Establishments*,,,,,,,,,,,,
Source: Longitudinal Business Database 1977-2012,,,,,,,,,,,,
    *Establishment activity is defined by the existence of March 12 employment,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
c) 2,376,236,D,140,.,D,.,.,,,,
d) 3,278,106,91,.,D,.,D,,.,,.,
e) 4,182,113,D,D,.,D,.,,,,,.
f) 5,196,D,115,.,.,.,D,.,.,,,.
g) 6 to 10,615,229,449,D,.,D,.,.,.,.,.,.
h) 11 to 15,262,133,179,D,D,.,.,.,.,.,.,.
i) 16 to 20,194,147,218,D,D,.,.,.,.,.,.,.
j) 21 to 25,122,106,D,D,.,.,.,.,.,.,.,.
k) 26+,D,D,.,.,.,.,.,.,.,.,.,.
l) Left Censored,D,115,75,D,.,.,.,.,.,.,.,.
m) ALL,"3,177","1,514","1,600","1,315",689,"1,695","1,078",.,.,.,.,.
,           2004,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,.,.,.,.,.,.,,,.,,,
b) 1,D,261,261,145,D,D,.,.,.,,,
c) 2,328,222,222,260,D,D,.,,,.,,
d) 3,298,255,D,D,.,.,,.,,,,
e) 4,305,120,D,D,.,.,.,.,,,.,
f) 5,130,65,D,D,D,.,.,.,,,,
g) 6 to 10,617,212,182,D,D,.,.,.,.,.,.,.
h) 11 to 15,433,145,87,236,.,.,.,.,.,.,.,.
i) 16 to 20,245,113,211,D,D,.,.,.,.,.,.,.
j) 21 to 25,195,90,D,D,D,.,.,.,.,.,.,.
k) 26+,D,.,D,.,.,.,.,.,.,.,.,.
l) Left Censored,218,65,74,D,.,D,.,.,.,.,.,.
m) ALL,"3,455","1,548","1,391","1,526",755,875,.,.,.,.,.,.
,           2005,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,.,.,.,.,.,.,.,,.,,,
b) 1,661,253,238,D,D,.,.,,,.,,
c) 2,362,207,101,223,.,.,.,.,,,.,
d) 3,353,171,87,D,D,.,.,,,.,,
e) 4,157,D,90,.,.,D,,.,.,.,,
f) 5,227,67,D,D,.,.,.,.,,,,.
g) 6 to 10,568,335,227,D,D,.,.,.,.,.,.,.
h) 11 to 15,369,163,143,200,D,D,D,.,.,.,.,.
i) 16 to 20,193,134,D,.,D,D,.,.,.,.,.,.
j) 21 to 25,116,94,D,.,D,.,.,.,.,.,.,.
k) 26+,77,D,D,D,.,.,.,D,.,.,.,.
l) Left Censored,203,108,D,D,371,D,.,D,.,.,.,.
m) ALL,"3,286","1,643","1,063","1,146","1,361","1,212",805,"1,403",.,.,.,.
,           2006,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,.,.,.,.,.,.,.,.,.,,,
b) 1,700,208,300,D,D,.,.,.,.,.,,
c) 2,458,165,D,D,.,.,.,,,.,,
d) 3,317,132,D,D,.,.,.,.,,,,
e) 4,211,65,68,.,.,.,.,,.,.,,
f) 5,204,76,D,166,D,.,.,.,,.,,
g) 6 to 10,518,322,291,D,.,.,D,.,.,.,.,.
h) 11 to 15,312,183,243,D,D,.,.,.,.,.,.,.
i) 16 to 20,200,37,176,194,.,.,.,.,.,.,.,.
j) 21 to 25,132,87,88,D,.,D,.,.,.,.,.,.
k) 26+,127,54,69,D,D,.,.,.,.,.,.,.
l) Left Censored,150,77,D,262,D,D,.,.,.,.,.,.
m) ALL,"3,329","1,406","1,653","1,910","1,021",661,533,.,.,.,.,.
,           2007,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,.,.,.,.,.,.,.,,,,,
b) 1,752,181,177,152,D,D,.,.,,,,
c) 2,503,200,191,222,D,D,.,.,.,.,,
d) 3,301,153,132,D,.,D,.,.,,,,
e) 4,204,158,102,D,D,.,.,.,.,,.,
f) 5,196,175,D,D,.,.,.,,.,.,,
g) 6 to 10,597,435,470,D,D,D,D,D,.,.,.,.
h) 11 to 15,349,247,83,181,.,.,.,.,.,.,.,.
i) 16 to 20,245,153,158,.,D,D,.,.,.,.,.,.
j) 21 to 25,169,101,162,196,D,.,D,.,.,.,.,.
k) 26+,64,71,D,D,.,D,.,.,.,.,.,.
l) Left Censored,228,59,D,D,.,.,.,.,.,.,.,.
m) ALL,"3,608","1,933","1,746","1,250",989,"2,205","1,312","1,349",.,.,.,.
,           2008,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,.,.,.,.,.,.,,,,,,
b) 1,625,257,D,401,D,.,.,.,,,,
c) 2,445,272,164,D,D,.,.,.,.,,,
d) 3,383,176,216,D,.,D,.,.,.,.,,.
e) 4,261,139,89,D,D,.,.,.,,,,
f) 5,256,105,D,D,.,.,.,.,.,.,,.
g) 6 to 10,743,397,422,D,D,.,.,.,.,.,.,.
h) 11 to 15,428,285,157,186,D,D,.,.,.,.,.,.
i) 16 to 20,290,92,144,257,.,.,.,.,.,.,.,.
j) 21 to 25,196,168,D,D,.,.,.,.,.,.,.,.
k) 26+,165,93,93,D,D,.,.,.,.,.,.,.
l) Left Censored,130,61,204,D,D,.,.,.,.,.,.,.
m) ALL,"3,922","2,045","1,879","2,011","1,167",693,.,.,.,.,.,.
,           2009,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,.,.,.,.,.,,,,,,,
b) 1,696,224,250,269,.,.,.,,,,,
c) 2,518,272,166,126,.,.,.,.,.,,,
d) 3,343,141,130,D,D,.,.,.,.,.,,
e) 4,284,132,D,D,.,.,.,.,.,,,.
f) 5,222,81,D,.,D,.,.,.,,,,
g) 6 to 10,684,322,317,420,D,D,.,.,.,.,.,.
h) 11 to 15,361,272,D,D,.,.,.,.,.,.,.,.
i) 16 to 20,240,160,73,190,D,.,D,.,.,.,.,.
j) 21 to 25,207,146,D,.,D,.,.,.,.,.,.,.
k) 26+,205,121,D,.,D,.,.,.,.,.,.,.
l) Left Censored,167,102,D,D,.,.,.,.,.,.,.,.
m) ALL,"3,927","1,973","1,577","1,333","1,030",233,545,.,.,.,.,.
,           2010,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,.,.,.,.,.,.,.,,,,,
b) 1,558,284,104,D,D,.,,.,.,.,,
c) 2,369,106,D,D,.,.,.,,,,,
d) 3,266,205,D,D,D,.,,.,.,,,
e) 4,275,69,157,D,.,D,.,.,.,,,
f) 5,207,171,D,.,.,D,.,.,.,,,
g) 6 to 10,706,389,219,307,D,D,.,.,.,.,.,
h) 11 to 15,320,201,90,D,D,.,.,.,.,.,.,.
i) 16 to 20,206,154,96,277,.,.,.,.,.,.,.,.
j) 21 to 25,214,150,145,D,.,.,.,D,.,.,.,.
k) 26+,208,92,D,D,D,D,.,.,.,.,.,.
l) Left Censored,106,135,D,.,D,.,.,.,.,.,.,.
m) ALL,"3,435","1,956","1,269","1,382",980,847,.,"1,307",.,.,.,.
,           2011,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,.,.,.,.,.,.,.,,,,,
b) 1,474,238,125,D,D,.,.,.,,.,,
c) 2,316,224,77,178,.,.,.,,.,,,
d) 3,294,121,D,D,D,.,.,,,,,
e) 4,261,157,D,D,.,.,.,.,.,,,
f) 5,210,181,D,D,.,.,.,.,.,,,
g) 6 to 10,685,449,285,D,D,.,.,.,.,.,.,.
h) 11 to 15,348,198,86,182,.,.,.,.,.,.,.,.
i) 16 to 20,286,189,153,D,.,D,.,.,.,.,.,.
j) 21 to 25,234,154,D,D,.,.,.,.,.,.,.,.
k) 26+,207,136,D,D,D,D,.,.,.,.,.,.
l) Left Censored,128,69,D,.,D,.,.,.,.,.,.,.
m) ALL,"3,443","2,116",999,"1,985",769,670,.,.,.,.,.,.
,           2012,Firm Size,,,,,,,,,,
Firm Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000 to 2499,j) 2500 to 4999,k) 5000 to 9999,l) 10000+
a) 0,.,.,.,0,.,.,,,,,,
b) 1,501,214,90,321,D,D,.,,,,,
c) 2,296,112,246,D,.,D,.,.,,,.,
d) 3,227,68,128,318,D,.,.,D,.,.,,
e) 4,253,119,D,61,59,D,.,,,,,
f) 5,248,114,D,D,.,.,,.,.,,,
g) 6 to 10,591,378,350,D,.,D,.,.,.,.,.,.
h) 11 to 15,398,207,216,D,D,.,.,.,.,.,.,.
i) 16 to 20,230,103,D,153,.,D,.,.,.,.,.,.
j) 21 to 25,253,93,125,D,D,.,.,.,.,.,.,.
k) 26+,246,107,140,88,D,.,D,.,D,.,.,.
l) Left Censored,136,102,143,74,D,D,D,.,.,.,.,D
m) ALL,"3,379","1,617","1,639","1,605",628,974,79,12,15,.,.,196
