state,year,sname,ent015ua,n1,,,,,,,
,2006,North Dakota,0.002885399,7540,,,,,,,
,2006,Ohio,0.002205465,17318,,,,,,,
,2006,Oklahoma,0.004269673,7282,,,,,,,
,2006,Oregon,0.003797024,7857,,,,,,,
,2006,Pennsylvania,0.001742193,18367,,,,,,,
,2006,Rhode Island,0.002783327,10418,,,,,,,
,2006,South Carolina,0.001787128,8265,,,,,,,
,2006,South Dakota,0.004071199,8568,,,,,,,
,2006,Tennessee,0.002540149,8212,,,,,,,
,2006,Texas,0.003025003,29239,,,,,,,
,2006,Utah,0.002883091,7799,,,,,,,
,2006,Vermont,0.003824046,8734,,,,,,,
,2006,Virginia,0.002831455,12794,,,,,,,
,2006,Washington,0.00272359,10583,,,,,,,
,2006,West Virginia,0.00193628,7677,,,,,,,
,2006,Wisconsin,0.002729252,11285,,,,,,,
,2006,Wyoming,0.003161477,7373,,,,,,,
,2007,Alabama,0.000984863,6655,,,,,,,
,2007,Alaska,0.003715214,7737,,,,,,,
,2007,Arizona,0.004582614,7782,,,,,,,
,2007,Arkansas,0.003359748,6537,,,,,,,
,2007,California,0.00396206,47449,,,,,,,
,2007,Colorado,0.003379692,12724,,,,,,,
,2007,Connecticut,0.002072759,12433,,,,,,,
,2007,Delaware,0.001365147,9208,,,,,,,
,2007,District of Co,0.004624299,7388,,,,,,,
,2007,Florida,0.003553242,22974,,,,,,,
,2007,Georgia,0.003980886,12960,,,,,,,
,2007,Hawaii,0.002149416,8708,,,,,,,
,2007,Idaho,0.004625687,6550,,,,,,,
,2007,Illinois,0.002411222,18439,,,,,,,
,2007,Indiana,0.002437776,9474,,,,,,,
,2007,Iowa,0.002639738,11279,,,,,,,
,2007,Kansas,0.002508983,8764,,,,,,,
,2007,Kentucky,0.003155702,8849,,,,,,,
,2007,Louisiana,0.004405382,5314,,,,,,,
,2007,Maine,0.002713767,11122,,,,,,,
,2007,Maryland,0.003188367,13488,,,,,,,
,2007,Massachusetts,0.002416899,8705,,,,,,,
,2007,Michigan,0.002936201,14486,,,,,,,
,2007,Minnesota,0.003116691,14602,,,,,,,
,2007,Mississippi,0.002964829,5574,,,,,,,
,2007,Missouri,0.002380018,9854,,,,,,,
,2007,Montana,0.003982372,5646,,,,,,,
,2007,Nebraska,0.003055857,8869,,,,,,,
,2007,Nevada,0.003011158,9369,,,,,,,
,2007,New Hampshire,0.002757929,12693,,,,,,,
,2007,New Jersey,0.002625939,12153,,,,,,,
,2007,New Mexico,0.002533465,5709,,,,,,,
,2007,New York,0.003467006,23960,,,,,,,
,2007,North Carolina,0.003209242,11458,,,,,,,
,2007,North Dakota,0.002455082,7354,,,,,,,
,2007,Ohio,0.001946336,16810,,,,,,,
,2007,Oklahoma,0.003445946,7191,,,,,,,
,2007,Oregon,0.003548427,8092,,,,,,,
,2007,Pennsylvania,0.001519581,18198,,,,,,,
,2007,Rhode Island,0.002146187,10162,,,,,,,
,2007,South Carolina,0.002617012,8170,,,,,,,
,2007,South Dakota,0.002913894,8292,,,,,,,
,2007,Tennessee,0.004415565,8082,,,,,,,
,2007,Texas,0.002947539,28873,,,,,,,
,2007,Utah,0.00342703,7430,,,,,,,
,2007,Vermont,0.004208243,8402,,,,,,,
,2007,Virginia,0.00216971,12512,,,,,,,
,2007,Washington,0.002167964,10731,,,,,,,
,2007,West Virginia,0.000816632,7802,,,,,,,
,2007,Wisconsin,0.002858708,11604,,,,,,,
,2007,Wyoming,0.004289796,7631,,,,,,,
,2008,Alabama,0.002096787,6657,,,,,,,
,2008,Alaska,0.004425414,7778,,,,,,,
,2008,Arizona,0.004895151,7189,,,,,,,
,2008,Arkansas,0.00388081,6449,,,,,,,
,2008,California,0.004379467,48441,,,,,,,
,2008,Colorado,0.004255557,12594,,,,,,,
,2008,Connecticut,0.003023311,12858,,,,,,,
,2008,Delaware,0.002029763,8785,,,,,,,
,2008,District of Co,0.002897366,7526,,,,,,,
,2008,Florida,0.00370993,22098,,,,,,,
,2008,Georgia,0.005945889,12462,,,,,,,
,2008,Hawaii,0.002167184,8675,,,,,,,
,2008,Idaho,0.003675212,6297,,,,,,,
,2008,Illinois,0.002571611,18243,,,,,,,
,2008,Indiana,0.002804605,9261,,,,,,,
,2008,Iowa,0.001855429,11529,,,,,,,
,2008,Kansas,0.002460796,8608,,,,,,,
,2008,Kentucky,0.003585465,8963,,,,,,,
,2008,Louisiana,0.002633447,5521,,,,,,,
,2008,Maine,0.003763113,10954,,,,,,,
,2008,Maryland,0.002327217,13529,,,,,,,
,2008,Massachusetts,0.002825991,9084,,,,,,,
,2008,Michigan,0.002802789,14059,,,,,,,
,2008,Minnesota,0.002141131,14651,,,,,,,
,2008,Mississippi,0.003589107,5543,,,,,,,
,2008,Missouri,0.001488811,9984,,,,,,,
,2008,Montana,0.005273083,5460,,,,,,,
,2008,Nebraska,0.002675383,8936,,,,,,,
,2008,Nevada,0.003805649,9027,,,,,,,
,2008,New Hampshire,0.002714872,13168,,,,,,,
,2008,New Jersey,0.002838141,12210,,,,,,,
,2008,New Mexico,0.005846826,5295,,,,,,,
,2008,New York,0.004015068,24055,,,,,,,
,2008,North Carolina,0.002334088,11828,,,,,,,
,2008,North Dakota,0.002755951,7217,,,,,,,
,2008,Ohio,0.001896806,16773,,,,,,,
,2008,Oklahoma,0.003039106,6922,,,,,,,
,2008,Oregon,0.00372173,8367,,,,,,,
,2008,Pennsylvania,0.001374725,18360,,,,,,,
,2008,Rhode Island,0.002497901,9929,,,,,,,
,2008,South Carolina,0.00254439,7933,,,,,,,
,2008,South Dakota,0.002957777,8488,,,,,,,
,2008,Tennessee,0.003301147,7822,,,,,,,
,2008,Texas,0.003727964,29232,,,,,,,
,2008,Utah,0.003972439,7334,,,,,,,
,2008,Vermont,0.002728512,8554,,,,,,,
,2008,Virginia,0.002037774,12450,,,,,,,
,2008,Washington,0.002737523,10603,,,,,,,
,2008,West Virginia,0.001729056,7501,,,,,,,
,2008,Wisconsin,0.001711966,11552,,,,,,,
,2008,Wyoming,0.002652721,7631,,,,,,,
,2009,Alabama,0.002149376,6704,,,,,,,
,2009,Alaska,0.00340382,7784,,,,,,,
,2009,Arizona,0.00456273,6865,,,,,,,
,2009,Arkansas,0.003644206,6233,,,,,,,
,2009,California,0.004092837,48940,,,,,,,
,2009,Colorado,0.003785954,12782,,,,,,,
,2009,Connecticut,0.0028575,13193,,,,,,,
,2009,Delaware,0.003002919,8865,,,,,,,
,2009,District of Co,0.003195333,7569,,,,,,,
,2009,Florida,0.004354418,22279,,,,,,,
,2009,Georgia,0.004356147,12553,,,,,,,
,2009,Hawaii,0.00268279,8831,,,,,,,
,2009,Idaho,0.004529715,6453,,,,,,,
,2009,Illinois,0.002436736,18769,,,,,,,
,2009,Indiana,0.002775352,9323,,,,,,,
,2009,Iowa,0.002317483,11430,,,,,,,
,2009,Kansas,0.002330152,8504,,,,,,,
,2009,Kentucky,0.002470012,8991,,,,,,,
,2009,Louisiana,0.004296701,5674,,,,,,,
,2009,Maine,0.003376814,11301,,,,,,,
,2009,Maryland,0.002912175,13729,,,,,,,
,2009,Massachusetts,0.003342231,9046,,,,,,,
,2009,Michigan,0.002984064,14143,,,,,,,
,2009,Minnesota,0.002206497,14992,,,,,,,
,2009,Mississippi,0.001695147,5557,,,,,,,
,2009,Missouri,0.00273786,10386,,,,,,,
,2009,Montana,0.00468951,5394,,,,,,,
,2009,Nebraska,0.001989946,9278,,,,,,,
,2009,Nevada,0.003757642,9126,,,,,,,
,2009,New Hampshire,0.002840934,13359,,,,,,,
,2009,New Jersey,0.00334708,12287,,,,,,,
,2009,New Mexico,0.00256365,5095,,,,,,,
,2009,New York,0.003438137,25087,,,,,,,
,2009,North Carolina,0.002499256,11869,,,,,,,
,2009,North Dakota,0.00318506,7249,,,,,,,
,2009,Ohio,0.002709443,17181,,,,,,,
,2009,Oklahoma,0.004717178,7133,,,,,,,
,2009,Oregon,0.003814323,8525,,,,,,,
,2009,Pennsylvania,0.002000233,17974,,,,,,,
,2009,Rhode Island,0.002436471,10055,,,,,,,
,2009,South Carolina,0.002309283,8010,,,,,,,
,2009,South Dakota,0.004273916,8771,,,,,,,
,2009,Tennessee,0.003625237,8146,,,,,,,
,2009,Texas,0.00453605,30455,,,,,,,
,2009,Utah,0.00362188,7068,,,,,,,
,2009,Vermont,0.003725068,8779,,,,,,,
,2009,Virginia,0.002699766,12635,,,,,,,
,2009,Washington,0.002403103,10424,,,,,,,
,2009,West Virginia,0.003462587,7259,,,,,,,
,2009,Wisconsin,0.002988619,11679,,,,,,,
,2009,Wyoming,0.003264063,7965,,,,,,,
,2010,Alabama,0.002475514,6786,,,,,,,
,2010,Alaska,0.00427254,7640,,,,,,,
,2010,Arizona,0.003265419,7070,,,,,,,
,2010,Arkansas,0.003742472,6212,,,,,,,
,2010,California,0.004744133,49766,,,,,,,
,2010,Colorado,0.004503283,12665,,,,,,,
,2010,Connecticut,0.002367451,13329,,,,,,,
,2010,Delaware,0.002192115,8735,,,,,,,
,2010,District of Co,0.003134355,7553,,,,,,,
,2010,Florida,0.003982846,22438,,,,,,,
,2010,Georgia,0.005097486,12946,,,,,,,
,2010,Hawaii,0.002362945,8657,,,,,,,
,2010,Idaho,0.003859957,6332,,,,,,,
,2010,Illinois,0.002589762,18859,,,,,,,
,2010,Indiana,0.001940073,9176,,,,,,,
,2010,Iowa,0.002970341,11136,,,,,,,
,2010,Kansas,0.003513844,8506,,,,,,,
,2010,Kentucky,0.002849684,9078,,,,,,,
,2010,Louisiana,0.004616648,5519,,,,,,,
,2010,Maine,0.002874646,11457,,,,,,,
,2010,Maryland,0.002445471,13692,,,,,,,
,2010,Massachusetts,0.003224626,8996,,,,,,,
,2010,Michigan,0.002468684,14295,,,,,,,
,2010,Minnesota,0.002109593,14662,,,,,,,
,2010,Mississippi,0.004361642,5644,,,,,,,
,2010,Missouri,0.002949282,10438,,,,,,,
,2010,Montana,0.003929961,5246,,,,,,,
,2010,Nebraska,0.002981725,9135,,,,,,,
,2010,Nevada,0.005139267,8833,,,,,,,
,2010,New Hampshire,0.002496969,12995,,,,,,,
,2010,New Jersey,0.002457811,12428,,,,,,,
,2010,New Mexico,0.003233732,5015,,,,,,,
,2010,New York,0.003624362,25512,,,,,,,
,2010,North Carolina,0.003540715,12020,,,,,,,
,2010,North Dakota,0.002956341,7525,,,,,,,
,2010,Ohio,0.003007586,16919,,,,,,,
,2010,Oklahoma,0.003177481,7194,,,,,,,
,2010,Oregon,0.003217712,8452,,,,,,,
,2010,Pennsylvania,0.001784814,17887,,,,,,,
,2010,Rhode Island,0.002533794,10134,,,,,,,
,2010,South Carolina,0.002320428,8012,,,,,,,
,2010,South Dakota,0.001901939,9102,,,,,,,
,2010,Tennessee,0.004115666,8154,,,,,,,
,2010,Texas,0.003993115,30971,,,,,,,
,2010,Utah,0.003656931,7057,,,,,,,
,2010,Vermont,0.004486154,8817,,,,,,,
,2010,Virginia,0.002385703,12948,,,,,,,
,2010,Washington,0.002366263,10503,,,,,,,
,2010,West Virginia,0.001672081,6903,,,,,,,
,2010,Wisconsin,0.001797006,11818,,,,,,,
,2010,Wyoming,0.00215367,8104,,,,,,,
,2011,Alabama,0.002647757,6639,,,,,,,
,2011,Alaska,0.004127528,7283,,,,,,,
,2011,Arizona,0.005216634,7161,,,,,,,
,2011,Arkansas,0.003429593,6111,,,,,,,
,2011,California,0.004398065,49579,,,,,,,
,2011,Colorado,0.004220481,12626,,,,,,,
,2011,Connecticut,0.003386532,13102,,,,,,,
,2011,Delaware,0.002691701,8924,,,,,,,
,2011,District of Co,0.002964829,7990,,,,,,,
,2011,Florida,0.003819865,21828,,,,,,,
,2011,Georgia,0.003482226,12506,,,,,,,
,2011,Hawaii,0.001840851,8555,,,,,,,
,2011,Idaho,0.003845217,6462,,,,,,,
,2011,Illinois,0.001961592,18310,,,,,,,
,2011,Indiana,0.001989717,8881,,,,,,,
,2011,Iowa,0.002355416,11501,,,,,,,
,2011,Kansas,0.002738675,8649,,,,,,,
,2011,Kentucky,0.003700347,8940,,,,,,,
,2011,Louisiana,0.003375131,5680,,,,,,,
,2011,Maine,0.003587316,10679,,,,,,,
,2011,Maryland,0.002917648,14227,,,,,,,
,2011,Massachusetts,0.002633032,8904,,,,,,,
,2011,Michigan,0.002193428,13925,,,,,,,
,2011,Minnesota,0.002252628,14629,,,,,,,
,2011,Mississippi,0.002619279,5613,,,,,,,
,2011,Missouri,0.003973651,9904,,,,,,,
,2011,Montana,0.00328345,5241,,,,,,,
,2011,Nebraska,0.002756445,9091,,,,,,,
,2011,Nevada,0.003894101,8700,,,,,,,
,2011,New Hampshire,0.002703574,12943,,,,,,,
,2011,New Jersey,0.002657266,12108,,,,,,,
,2011,New Mexico,0.002504892,4844,,,,,,,
,2011,New York,0.003713135,25460,,,,,,,
,2011,North Carolina,0.002753329,11490,,,,,,,
,2011,North Dakota,0.002787721,7225,,,,,,,
,2011,Ohio,0.002678361,16116,,,,,,,
,2011,Oklahoma,0.002072016,6851,,,,,,,
,2011,Oregon,0.002549118,8545,,,,,,,
,2011,Pennsylvania,0.001648958,17686,,,,,,,
,2011,Rhode Island,0.002203892,9723,,,,,,,
,2011,South Carolina,0.00285151,7803,,,,,,,
,2011,South Dakota,0.003221758,9028,,,,,,,
,2011,Tennessee,0.002926864,7819,,,,,,,
,2011,Texas,0.004401272,31475,,,,,,,
,2011,Utah,0.002849198,7029,,,,,,,
,2011,Vermont,0.003867956,8664,,,,,,,
,2011,Virginia,0.002028503,12987,,,,,,,
,2011,Washington,0.002342479,10377,,,,,,,
,2011,West Virginia,0.001494082,6784,,,,,,,
,2011,Wisconsin,0.002310243,11638,,,,,,,
,2011,Wyoming,0.002193047,7911,,,,,,,
,2012,Alabama,0.002295544,6551,,,,,,,
,2012,Alaska,0.00430693,7011,,,,,,,
,2012,Arizona,0.003407325,6950,,,,,,,
,2012,Arkansas,0.002771292,6274,,,,,,,
,2012,California,0.004095325,50344,,,,,,,
,2012,Colorado,0.003726144,12794,,,,,,,
,2012,Connecticut,0.003152914,12553,,,,,,,
,2012,Delaware,0.00274118,8549,,,,,,,
,2012,District of Co,0.002575101,7971,,,,,,,
,2012,Florida,0.00363864,22108,,,,,,,
,2012,Georgia,0.002692218,12099,,,,,,,
,2012,Hawaii,0.00397703,8678,,,,,,,
,2012,Idaho,0.00410435,6279,,,,,,,
,2012,Illinois,0.0021761,18462,,,,,,,
,2012,Indiana,0.002616268,8969,,,,,,,
,2012,Iowa,0.002131519,11337,,,,,,,
,2012,Kansas,0.002284839,8360,,,,,,,
,2012,Kentucky,0.003753456,9033,,,,,,,
,2012,Louisiana,0.003956375,5693,,,,,,,
,2012,Maine,0.003522718,10407,,,,,,,
,2012,Maryland,0.002515588,13699,,,,,,,
,2012,Massachusetts,0.002709795,8832,,,,,,,
,2012,Michigan,0.001836886,13857,,,,,,,
,2012,Minnesota,0.001496777,14791,,,,,,,
,2012,Mississippi,0.004252026,5476,,,,,,,
,2012,Missouri,0.003486118,9674,,,,,,,
,2012,Montana,0.005341774,5280,,,,,,,
,2012,Nebraska,0.00168372,8948,,,,,,,
,2012,Nevada,0.003940271,8707,,,,,,,
,2012,New Hampshire,0.003317287,12349,,,,,,,
,2012,New Jersey,0.002060634,11759,,,,,,,
,2012,New Mexico,0.005223895,4688,,,,,,,
,2012,New York,0.003440097,25009,,,,,,,
,2012,North Carolina,0.002618326,11394,,,,,,,
,2012,North Dakota,0.003675915,7479,,,,,,,
,2012,Ohio,0.001946554,15554,,,,,,,
,2012,Oklahoma,0.003089294,6544,,,,,,,
,2012,Oregon,0.002205723,8327,,,,,,,
,2012,Pennsylvania,0.001994651,18058,,,,,,,
,2012,Rhode Island,0.002037598,9566,,,,,,,
,2012,South Carolina,0.003585382,7977,,,,,,,
,2012,South Dakota,0.002730822,8470,,,,,,,
,2012,Tennessee,0.002414104,8015,,,,,,,
,2012,Texas,0.003593734,31444,,,,,,,
,2012,Utah,0.003254228,7314,,,,,,,
,2012,Vermont,0.005237884,8346,,,,,,,
,2012,Virginia,0.002024312,12590,,,,,,,
,2012,Washington,0.003021213,10289,,,,,,,
,2012,West Virginia,0.002123367,6807,,,,,,,
,2012,Wisconsin,0.001841648,11646,,,,,,,
,2012,Wyoming,0.002360578,7642,,,,,,,
,2013,Alabama,0.002452,6562,,,,,,,
,2013,Alaska,0.00472,6593,,,,,,,
,2013,Arizona,0.00222,6712,,,,,,,
,2013,Arkansas,0.002051,6543,,,,,,,
,2013,California,0.00403,50211,,,,,,,
,2013,Colorado,0.003784,12794,,,,,,,
,2013,Connecticut,0.002781,12255,,,,,,,
,2013,Delaware,0.00283,8571,,,,,,,
,2013,District of Columbia,0.002934,8337,,,,,,,
,2013,Florida,0.003373,21892,,,,,,,
,2013,Georgia,0.002419,12531,,,,,,,
,2013,Hawaii,0.00343,8896,,,,,,,
,2013,Idaho,0.003133,5900,,,,,,,
,2013,Illinois,0.001962,17845,,,,,,,
,2013,Indiana,0.001551,8812,,,,,,,
,2013,Iowa,0.001109,11108,,,,,,,
,2013,Kansas,0.001832,8294,,,,,,,
,2013,Kentucky,0.003585,8857,,,,,,,
,2013,Louisiana,0.003071,6100,,,,,,,
,2013,Maine,0.002948,9902,,,,,,,
,2013,Maryland,0.002655,13515,,,,,,,
,2013,Massachusetts,0.002471,8575,,,,,,,
,2013,Michigan,0.002908,13684,,,,,,,
,2013,Minnesota,0.001587,14307,,,,,,,
,2013,Mississippi,0.002399,5306,,,,,,,
,2013,Missouri,0.00218,9444,,,,,,,
,2013,Montana,0.006076,5289,,,,,,,
,2013,Nebraska,0.003116,8479,,,,,,,
,2013,Nevada,0.002332,8394,,,,,,,
,2013,New Hampshire,0.001982,12164,,,,,,,
,2013,New Jersey,0.001873,11199,,,,,,,
,2013,New Mexico,0.003396,4633,,,,,,,
,2013,New York,0.002897,23631,,,,,,,
,2013,North Carolina,0.00318,11505,,,,,,,
,2013,North Dakota,0.001908,7586,,,,,,,
,2013,Ohio,0.002006,15570,,,,,,,
,2013,Oklahoma,0.003049,6356,,,,,,,
,2013,Oregon,0.00205,8182,,,,,,,
,2013,Pennsylvania,0.001961,17841,,,,,,,
,2013,Rhode Island,0.001353,9213,,,,,,,
,2013,South Carolina,0.002584,7780,,,,,,,
,2013,South Dakota,0.004056,8380,,,,,,,
,2013,Tennessee,0.003001,7744,,,,,,,
,2013,Texas,0.00324,31243,,,,,,,
,2013,Utah,0.003216,7498,,,,,,,
,2013,Vermont,0.002591,7845,,,,,,,
,2013,Virginia,0.002369,12683,,,,,,,
,2013,Washington,0.001657,10422,,,,,,,
,2013,West Virginia,0.002753,6395,,,,,,,
,2013,Wisconsin,0.001686,11808,,,,,,,
,2013,Wyoming,0.0037,7214,,,,,,,
