"State and Area Employment, Hours, and Earnings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Years:,,1939 to 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Series ID,,"Annual
1939","Annual
1940","Annual
1941","Annual
1942","Annual
1943","Annual
1944","Annual
1945","Annual
1946","Annual
1947","Annual
1948","Annual
1949","Annual
1950","Annual
1951","Annual
1952","Annual
1953","Annual
1954","Annual
1955","Annual
1956","Annual
1957","Annual
1958","Annual
1959","Annual
1960","Annual
1961","Annual
1962","Annual
1963","Annual
1964","Annual
1965","Annual
1966","Annual
1967","Annual
1968","Annual
1969","Annual
1970","Annual
1971","Annual
1972","Annual
1973","Annual
1974","Annual
1975","Annual
1976","Annual
1977","Annual
1978","Annual
1979","Annual
1980","Annual
1981","Annual
1982","Annual
1983","Annual
1984","Annual
1985","Annual
1986","Annual
1987","Annual
1988","Annual
1989","Annual
1990","Annual
1991","Annual
1992","Annual
1993","Annual
1994","Annual
1995","Annual
1996","Annual
1997","Annual
1998","Annual
1999","Annual
2000","Annual
2001","Annual
2002","Annual
2003","Annual
2004","Annual
2005","Annual
2006","Annual
2007","Annual
2008","Annual
2009","Annual
2010","Annual
2011","Annual
2012","Annual
2013","Annual
2014"
SMU01000000000000001,Alabama,405.3,427.7,500.8,608.3,632.7,618.4,579.3,561.8,610.3,629.1,604.5,619.6,662.8,681.4,692.7,678.0,702.9,734.7,754.8,742.3,764.4,776.4,774.6,791.8,812.5,843.8,886.5,935.6,951.8,970.1,1000.2,1010.4,1021.9,1072.3,1135.5,1169.8,1155.4,1207.0,1269.2,1336.5,1362.0,1356.1,1347.6,1312.5,1328.8,1387.7,1427.1,1463.3,1507.7,1558.7,1601.2,1635.8,1642.0,1674.4,1716.8,1758.5,1803.7,1828.6,1866.2,1898.1,1919.5,1931.2,1908.7,1883.2,1875.6,1901.7,1944.9,1979.6,2005.7,1992.1,1886.5,1870.8,1870.0,1885.2,1903.4,
SMU02000000000000001,Alaska,,,,,,,,,,,,,,,,,,,,,,56.5,57.0,58.9,62.1,65.4,70.5,73.1,76.8,79.9,86.8,93.1,97.8,103.5,109.9,127.8,161.9,171.7,163.3,163.5,166.9,169.4,186.1,200.4,214.3,225.7,230.7,220.7,210.1,213.7,227.0,237.1,241.7,246.2,251.8,258.3,261.0,262.6,267.7,274.0,278.1,283.1,288.3,293.8,298.2,303.3,308.8,313.9,316.9,321.2,319.9,324.1,329.5,334.6,335.8,
SMU04000000000000001,Arizona,95.5,100.7,111.2,135.2,144.7,140.6,136.5,135.6,145.8,154.8,153.8,161.6,180.7,197.4,207.6,209.1,226.0,251.2,272.7,286.9,309.0,333.8,347.1,364.8,377.3,389.3,403.7,434.8,445.5,473.4,517.2,547.4,581.3,646.2,714.4,745.9,729.0,758.8,809.4,895.4,980.0,1014.0,1040.8,1029.8,1077.8,1181.9,1278.6,1337.8,1385.8,1419.3,1454.5,1483.1,1491.2,1517.1,1584.4,1692.0,1793.4,1892.3,1984.6,2074.7,2163.1,2242.9,2265.9,2267.5,2299.2,2384.6,2512.7,2639.3,2679.4,2622.5,2432.6,2386.1,2412.1,2463.5,2515.2,
SMU05000000000000001,Arkansas,197.9,201.3,230.8,281.0,280.7,268.0,273.0,270.5,286.2,294.2,287.9,298.3,318.9,323.2,319.6,311.4,321.1,333.1,337.5,343.7,359.6,367.6,378.0,399.7,416.3,431.8,458.8,489.8,501.0,514.6,533.8,536.2,551.0,581.5,614.5,640.7,623.8,659.9,695.5,732.7,749.5,742.3,740.1,720.1,741.3,780.2,797.1,813.8,836.6,865.4,893.4,923.9,936.6,963.1,993.9,1034.1,1069.6,1087.0,1104.7,1122.2,1141.8,1158.6,1153.7,1146.3,1145.1,1158.1,1177.9,1198.6,1204.5,1202.5,1164.9,1163.0,1170.1,1176.5,1177.4,
SMU06000000000000001,California,1812.0,1931.7,2264.9,2689.7,3083.6,3116.4,2961.3,2972.6,3080.0,3162.8,3088.1,3209.4,3518.3,3737.8,3880.7,3866.1,4082.9,4352.3,4525.2,4498.6,4774.8,4896.0,4996.1,5217.7,5412.3,5606.5,5800.3,6145.2,6367.6,6642.1,6931.5,6946.2,6917.0,7209.9,7621.9,7834.3,7847.2,8154.2,8599.7,9199.8,9665.7,9853.3,9993.2,9821.7,9932.6,10408.3,10791.5,11110.6,11501.2,11943.6,12274.1,12538.7,12406.4,12208.7,12097.1,12215.1,12481.0,12809.8,13207.6,13695.0,14101.3,14590.2,14716.3,14590.7,14557.8,14723.4,15011.9,15284.0,15410.8,15240.6,14371.5,14210.4,14358.2,14706.3,15147.4,
SMU08000000000000001,Colorado,233.5,238.3,260.2,307.8,307.9,291.5,296.0,314.8,338.0,348.0,341.5,361.3,397.3,416.5,421.4,416.1,436.8,456.9,475.5,475.9,497.6,521.0,542.9,557.5,571.8,583.2,599.0,631.3,655.9,686.7,720.8,750.2,787.1,869.4,936.0,959.7,963.5,1003.4,1058.1,1149.9,1218.0,1251.1,1295.2,1316.6,1327.2,1402.3,1418.7,1408.3,1412.6,1436.1,1482.3,1520.9,1545.0,1597.0,1670.7,1756.0,1834.7,1900.9,1980.2,2057.6,2132.6,2213.9,2226.8,2184.2,2152.8,2179.6,2226.0,2279.1,2331.3,2350.3,2245.6,2222.3,2258.6,2313.0,2381.1,
SMU09000000000000001,Connecticut,558.7,604.5,712.5,774.2,799.3,754.4,688.7,714.9,773.8,775.9,730.0,766.1,828.7,847.6,880.4,860.3,874.8,913.4,921.7,873.3,897.9,915.4,922.7,949.8,969.3,991.2,1032.9,1095.4,1130.1,1158.0,1194.1,1197.5,1164.3,1190.4,1238.7,1264.0,1223.4,1239.7,1282.3,1346.1,1398.0,1426.9,1438.3,1428.5,1444.2,1517.3,1558.2,1598.4,1638.2,1667.4,1665.6,1619.5,1557.0,1526.3,1531.2,1543.8,1561.5,1582.5,1607.7,1643.4,1669.1,1693.2,1681.1,1664.9,1644.5,1649.8,1662.0,1680.6,1698.2,1699.0,1626.6,1608.0,1625.1,1640.4,1654.7,
SMU10000000000000001,Delaware,76.0,82.7,93.0,100.3,107.6,103.8,97.8,104.3,110.7,114.8,113.5,121.0,129.3,134.3,139.3,135.3,143.6,156.4,154.2,148.9,151.5,153.9,152.0,156.4,163.6,170.8,184.1,193.2,197.4,202.9,211.9,216.8,224.9,232.4,239.4,233.1,229.9,236.7,238.8,247.8,256.7,259.2,259.2,259.2,266.1,280.0,293.3,303.2,320.7,334.2,344.5,347.5,341.8,341.3,348.7,355.9,366.3,376.3,387.9,400.3,413.2,420.5,420.1,415.4,415.7,425.1,432.9,438.1,438.9,436.8,416.6,413.8,417.1,419.5,427.4,
SMU11000000000000001,District of Columbia,333.5,362.9,429.3,521.6,526.4,505.0,487.2,495.2,476.6,483.2,489.3,497.3,533.8,536.4,516.8,498.7,502.7,481.5,486.8,483.0,494.1,501.6,511.4,527.2,542.6,551.5,572.5,587.0,594.7,582.8,575.0,566.7,566.6,572.0,573.7,580.1,576.5,575.8,578.7,596.3,612.5,616.1,611.0,597.9,596.6,613.8,629.0,640.0,655.6,673.6,680.6,686.1,677.2,673.7,670.3,658.7,642.6,623.0,618.5,613.6,627.4,650.3,653.7,664.2,665.5,674.2,682.2,687.6,693.8,703.9,701.6,712.1,726.2,734.8,745.2,
SMU12000000000000001,Florida,390.5,424.5,474.6,516.8,583.1,582.6,562.3,593.4,641.4,657.9,657.3,704.4,759.7,808.8,848.8,882.7,966.0,1060.1,1152.7,1185.6,1273.1,1320.6,1333.9,1387.8,1447.3,1526.5,1619.1,1726.8,1816.4,1932.3,2069.9,2152.1,2276.3,2513.1,2778.6,2863.8,2746.4,2784.3,2933.4,3180.6,3381.2,3576.2,3736.0,3761.9,3905.4,4204.2,4410.0,4599.4,4848.1,5066.6,5260.9,5363.3,5273.8,5337.3,5549.5,5776.8,5972.8,6159.4,6395.3,6611.2,6801.2,7054.0,7143.5,7151.8,7232.6,7481.0,7781.1,7982.9,7998.3,7714.9,7232.3,7172.9,7251.9,7396.7,7579.2,
